,director,director_gender,actor1,actor1_gender,actor2,actor2_gender,actor3,actor3_gender
4531,Mark Tonderai,2.0,Jennifer Lawrence,1.0,Max Thieriot,2.0,Elisabeth Shue,1.0
4532,John Sullivan,2.0,,,,,,
4533,Rob Reiner,2.0,Morgan Freeman,2.0,Virginia Madsen,1.0,Madeline Carroll,1.0
4534,Ice-T,2.0,Ice-T,2.0,Dr. Dre,2.0,Ice Cube,2.0
4535,Dan Cutforth,2.0,Katy Perry,0.0,Russell Brand,2.0,Shannon Woodward,1.0
4536,Tim Burton,2.0,Charlie Tahan,2.0,Catherine O'Hara,0.0,Martin Short,2.0
4537,Scott Derrickson,2.0,Ethan Hawke,2.0,Juliet Rylance,1.0,Vincent D'Onofrio,2.0
4538,Genndy Tartakovsky,0.0,Adam Sandler,2.0,Steve Buscemi,2.0,David Spade,2.0
4539,Ben Affleck,2.0,Ben Affleck,2.0,Bryan Cranston,2.0,Alan Arkin,2.0
4540,Martin McDonagh,2.0,Colin Farrell,2.0,Sam Rockwell,2.0,Woody Harrelson,2.0
4541,Jim Field Smith,2.0,Hugh Jackman,2.0,Jennifer Garner,1.0,Ty Burrell,2.0
4542,Josh Radnor,2.0,Josh Radnor,2.0,Elizabeth Olsen,1.0,Richard Jenkins,2.0
4543,Mike Disa,0.0,Hayden Panettiere,1.0,Bill Hader,2.0,Joan Cusack,1.0
4544,Henry Joost,2.0,Katie Featherston,1.0,Kathryn Newton,1.0,Matt Shively,2.0
4545,Hy Averback,2.0,Lynn-Holly Johnson,1.0,Lisa Hartman,0.0,Lorna Luft,1.0
4546,Rob Cohen,2.0,Tyler Perry,2.0,Rachel Nichols,1.0,Jean Reno,2.0
4547,Tom Tykwer,2.0,Tom Hanks,2.0,Halle Berry,1.0,Jim Broadbent,2.0
4548,Michael J. Bassett,2.0,Adelaide Clemens,1.0,Kit Harington,2.0,Sean Bean,2.0
4549,Jon Gunn,2.0,Mira Sorvino,1.0,Barry Pepper,2.0,Cole Hauser,2.0
4550,Frank Coraci,2.0,Salma Hayek,1.0,Kevin James,2.0,Henry Winkler,2.0
4551,Andrew Dominik,2.0,Brad Pitt,2.0,Scoot McNairy,2.0,Ben Mendelsohn,2.0
4552,Ben Lewin,2.0,John Hawkes,2.0,Helen Hunt,1.0,William H. Macy,2.0
4553,James Ponsoldt,0.0,Mary Elizabeth Winstead,1.0,Aaron Paul,2.0,Octavia Spencer,1.0
4554,Rich Moore,2.0,John C. Reilly,2.0,Sarah Silverman,1.0,Jack McBrayer,2.0
4555,Hal Ashby,2.0,Jon Voight,2.0,Ann-Margret,1.0,Burt Young,2.0
4556,David O. Russell,2.0,Bradley Cooper,2.0,Jennifer Lawrence,1.0,Robert De Niro,2.0
4557,Robert Zemeckis,2.0,Denzel Washington,2.0,Don Cheadle,2.0,Bruce Greenwood,2.0
4558,Ang Lee,2.0,Suraj Sharma,2.0,Irrfan Khan,2.0,Ayush Tandon,2.0
4559,RZA,2.0,Russell Crowe,2.0,Lucy Liu,1.0,Jamie Chung,1.0
4560,Daniel Barnz,2.0,Viola Davis,1.0,Maggie Gyllenhaal,1.0,Ving Rhames,2.0
4561,Yaron Zilberman,0.0,Philip Seymour Hoffman,2.0,Mark Ivanir,2.0,Catherine Keener,1.0
4562,Luc Besson,2.0,Michelle Yeoh,1.0,David Thewlis,2.0,Jonathan Raggett,2.0
4563,Simon West,2.0,Nicolas Cage,2.0,Malin Åkerman,1.0,Josh Lucas,1.0
4564,Steven Spielberg,2.0,Daniel Day-Lewis,2.0,Sally Field,1.0,David Strathairn,2.0
4565,Bill Condon,2.0,Kristen Stewart,1.0,Robert Pattinson,2.0,Taylor Lautner,2.0
4566,Jamie Linden,0.0,Kate Mara,1.0,Channing Tatum,2.0,Rosario Dawson,1.0
4567,Peter Ramsey,2.0,Chris Pine,2.0,Alec Baldwin,2.0,Jude Law,2.0
4568,Scott Speer,2.0,Kathryn McCormick,1.0,Ryan Guzman,2.0,Stephen Boss,0.0
4569,Bruce Beresford,2.0,Jane Fonda,1.0,Catherine Keener,1.0,Elizabeth Olsen,1.0
4570,Ari Folman,2.0,Robin Wright,1.0,Harvey Keitel,2.0,Jon Hamm,2.0
4571,Sacha Gervasi,2.0,Anthony Hopkins,2.0,Helen Mirren,1.0,Scarlett Johansson,1.0
4572,Cheung Yam-Yim,0.0,Jet Li,2.0,Wong Chau-Yin ,0.0,Yue Hoi,0.0
4573,Peter Jackson,2.0,Ian McKellen,2.0,Martin Freeman,2.0,Richard Armitage,2.0
4574,Roger Michell,2.0,Bill Murray,2.0,Olivia Williams,1.0,Laura Linney,1.0
4575,Stephen Frears,0.0,Rebecca Hall,1.0,Bruce Willis,2.0,Catherine Zeta-Jones,1.0
4576,Steve Rash,2.0,Brandon Routh,2.0,Gil Birmingham,2.0,Chelsea Ricketts,0.0
4577,Kathryn Bigelow,1.0,Jessica Chastain,1.0,Jason Clarke,2.0,Mark Strong,2.0
4578,Jeff Orlowski,2.0,James Balog,2.0,Svavar Jonatansson,0.0,Adam LeWinter,0.0
4579,David Barrett,2.0,Bruce Willis,2.0,Josh Duhamel,2.0,Rosario Dawson,1.0
4580,Jonathan Levine,2.0,Nicholas Hoult,2.0,Teresa Palmer,1.0,Analeigh Tipton,1.0
4581,Anne Fletcher,1.0,Seth Rogen,2.0,Barbra Streisand,0.0,Yvonne Strahovski,1.0
4582,Christopher McQuarrie,2.0,Tom Cruise,2.0,Rosamund Pike,1.0,Richard Jenkins,2.0
4583,Quentin Tarantino,2.0,Jamie Foxx,2.0,Christoph Waltz,2.0,Leonardo DiCaprio,2.0
4584,Judd Apatow,2.0,Paul Rudd,2.0,Leslie Mann,1.0,Jason Segel,2.0
4585,Andrew Adamson,2.0,Erica Linz,1.0,Igor Zaripov,0.0,Matt Gillanders,0.0
4586,Juan Antonio Bayona,2.0,Naomi Watts,1.0,Ewan McGregor,2.0,Tom Holland,2.0
4587,David Chase,2.0,John Magaro,2.0,James Gandolfini,2.0,Bella Heathcote,1.0
4588,Max Giwa,0.0,Nichola Burley,1.0,Rachel McDowall,1.0,Richard Winsor,0.0
4589,Andy Fickman,2.0,Billy Crystal,2.0,Bette Midler,0.0,Marisa Tomei,1.0
4590,Sarah Burns,0.0,Antron McCray,0.0,Kevin Richardson,0.0,Yusef Salaam,0.0
4591,Marcus Dunstan,2.0,Josh Stewart,2.0,Christopher McDonald,2.0,Emma Fitzpatrick,1.0
4592,Nick Love,2.0,Ray Winstone,2.0,Ben Drew,2.0,Hayley Atwell,1.0
4593,John Luessenhop,2.0,Alexandra Daddario,1.0,Dan Yeager,0.0,Bill Moseley,0.0
4594,Ruben Fleischer,2.0,Josh Brolin,2.0,Ryan Gosling,2.0,Nick Nolte,2.0
4595,Robert Redford,2.0,Robert Redford,2.0,Shia LaBeouf,2.0,Julie Christie,1.0
4596,Ariel Vromen,2.0,Michael Shannon,2.0,Winona Ryder,1.0,Ray Liotta,2.0
4597,Michael Tiddes,0.0,Marlon Wayans,2.0,Essence Atkins,1.0,Nick Swardson,2.0
4598,Andy Muschietti,2.0,Jessica Chastain,1.0,Nikolaj Coster-Waldau,2.0,Megan Charpentier,1.0
4599,Shane Carruth,2.0,Amy Seimetz,1.0,Shane Carruth,2.0,Andrew Sensenig,2.0
4600,Allen Hughes,2.0,Mark Wahlberg,2.0,Russell Crowe,2.0,Catherine Zeta-Jones,1.0
4601,Sally Potter,1.0,Elle Fanning,1.0,Alice Englert,0.0,Christina Hendricks,1.0
4602,James Marsh,2.0,Andrea Riseborough,1.0,Clive Owen,2.0,Gillian Anderson,1.0
4603,Griffin Dunne,0.0,Anna Faris,1.0,Emma Stone,1.0,Halle Berry,1.0
4604,Taylor Hackford,0.0,Jason Statham,2.0,Jennifer Lopez,1.0,Nick Nolte,2.0
4605,Tommy Wirkola,2.0,Jeremy Renner,2.0,Gemma Arterton,1.0,Famke Janssen,1.0
4606,Shim Hyung-Rae,2.0,Harvey Keitel,2.0,Jason Mewes,2.0,Blake Clark,2.0
4607,Zal Batmanglij,2.0,Brit Marling,1.0,Alexander Skarsgård,2.0,Ellen Page,1.0
4608,Pablo Berger,2.0,Maribel Verdú,1.0,Macarena García,1.0,Daniel Giménez Cacho,2.0
4609,Juan Diego Solanas,0.0,Kirsten Dunst,1.0,Jim Sturgess,2.0,Timothy Spall,2.0
4610,Sheldon Candis,2.0,Common,0.0,Michael Rainey Jr.,2.0,Danny Glover,2.0
4611,Steven Soderbergh,2.0,Jude Law,2.0,Rooney Mara,1.0,Catherine Zeta-Jones,1.0
4612,Deepa Mehta,1.0,Satya Bhabha,2.0,Shahana Goswami,1.0,Shabana Azmi,1.0
4613,Seth Gordon,2.0,Jason Bateman,2.0,Melissa McCarthy,1.0,Jon Favreau,2.0
4614,Paul Andrew Williams,2.0,Terence Stamp,2.0,Vanessa Redgrave,1.0,Gemma Arterton,1.0
4615,John Moore,2.0,Bruce Willis,2.0,Jai Courtney,2.0,Sebastian Koch,2.0
4616,Jon Lucas,2.0,Miles Teller,2.0,Skylar Astin,2.0,Justin Chon,1.0
4617,Lasse Hallström,2.0,Julianne Hough,1.0,Josh Duhamel,2.0,Cobie Smulders,1.0
4618,John Hyams,2.0,Jean-Claude Van Damme,2.0,Scott Adkins,2.0,Dolph Lundgren,2.0
4619,Callan Brunker,0.0,Brendan Fraser,2.0,Rob Corddry,2.0,Ricky Gervais,2.0
4620,Richard Linklater,2.0,Ethan Hawke,2.0,Julie Delpy,1.0,Seamus Davey-Fitzpatrick,2.0
4621,Julian Farino,2.0,Leighton Meester,1.0,Hugh Laurie,2.0,Alia Shawkat,1.0
4622,Ric Roman Waugh,2.0,Dwayne Johnson,2.0,Barry Pepper,2.0,Jon Bernthal,2.0
4623,Scott Stewart,0.0,Keri Russell,1.0,Josh Hamilton,2.0,Dakota Goyo,2.0
4624,Jan Ole Gerster,2.0,Tom Schilling,2.0,Marc Hosemann,2.0,Friederike Kempter,1.0
4625,Bryan Singer,2.0,Nicholas Hoult,2.0,Eleanor Tomlinson,1.0,Ewan McGregor,2.0
4626,Ed Gass-Donnelly,2.0,Ashley Bell,1.0,Julia Garner,1.0,Andrew Sensenig,2.0
4627,Jon M. Chu,2.0,Dwayne Johnson,2.0,D.J. Cotrona,2.0,Adrianne Palicki,1.0
4628,Park Chan-wook,2.0,Mia Wasikowska,1.0,Nicole Kidman,1.0,Matthew Goode,2.0
4629,Sam Raimi,2.0,James Franco,2.0,Mila Kunis,1.0,Rachel Weisz,1.0
4630,Niels Arden Oplev,2.0,Colin Farrell,2.0,Noomi Rapace,1.0,Terrence Howard,2.0
4631,Chris Sanders,2.0,Nicolas Cage,2.0,Emma Stone,1.0,Ryan Reynolds,2.0
4632,Peter Webber,2.0,Matthew Fox,2.0,Tommy Lee Jones,2.0,Eriko Hatsune,1.0
4633,Tom Putnam,0.0,Donald Austin,0.0,"Brendan ""Doogie"" Milewski",0.0,Dave Parnell,0.0
4634,Dan Mazer,2.0,Rafe Spall,2.0,Rose Byrne,1.0,Anna Faris,1.0
4635,Don Scardino,2.0,Steve Carell,2.0,Jim Carrey,2.0,Steve Buscemi,2.0
4636,Harmony Korine,0.0,James Franco,2.0,Selena Gomez,1.0,Vanessa Hudgens,1.0
4637,Brad Anderson,2.0,Halle Berry,1.0,Abigail Breslin,1.0,Моррис Честнат,2.0
4638,Antoine Fuqua,2.0,Gerard Butler,2.0,Aaron Eckhart,2.0,Angela Bassett,1.0
4639,Derek Cianfrance,2.0,Ryan Gosling,2.0,Bradley Cooper,2.0,Eva Mendes,1.0
4640,Andrew Niccol,2.0,Saoirse Ronan,1.0,Diane Kruger,1.0,Jake Abel,2.0
4641,Paul Weitz,2.0,Tina Fey,1.0,Paul Rudd,2.0,Michael Sheen,2.0
4642,Fede Alvarez,2.0,Jane Levy,1.0,Shiloh Fernandez,2.0,Lou Taylor Pucci,2.0
4643,Danny Boyle,2.0,James McAvoy,2.0,Vincent Cassel,2.0,Rosario Dawson,1.0
4644,Joseph Kosinski,2.0,Tom Cruise,2.0,Morgan Freeman,2.0,Olga Kurylenko,1.0
4645,John Stockwell,2.0,Halle Berry,1.0,Olivier Martinez,2.0,Ralph Brown,2.0
4646,Terrence Malick,2.0,Ben Affleck,2.0,Olga Kurylenko,1.0,Javier Bardem,2.0
4647,Brian Helgeland,2.0,Chadwick Boseman,2.0,T.R. Knight,2.0,Harrison Ford,2.0
4648,Henry Alex Rubin,0.0,Jason Bateman,2.0,Hope Davis,1.0,Frank Grillo,2.0
4649,Malcolm D. Lee,2.0,Simon Rex,2.0,Ashley Tisdale,1.0,Charlie Sheen,2.0
4650,Jay Oliva,2.0,Marc Worden,2.0,Gwendoline Yeo,1.0,John McCook,2.0
4651,Sam Liu,0.0,Christopher Britton,2.0,Clancy Brown,2.0,Grey Griffin,1.0
4652,Michael Bay,2.0,Mark Wahlberg,2.0,Dwayne Johnson,2.0,Anthony Mackie,2.0
4653,Sam Liu,0.0,Rick D. Wasserman,2.0,Marc Worden,2.0,Mark Hildreth,2.0
4654,David Boyd,2.0,Scott Elrod,0.0,Dorian Brown,1.0,Charles Henry Wyson,2.0
4655,Seth Rogen,2.0,James Franco,2.0,Jonah Hill,2.0,Seth Rogen,2.0
4656,Shane Black,2.0,Robert Downey Jr.,2.0,Gwyneth Paltrow,1.0,Don Cheadle,2.0
4657,James Tucker,0.0,Matt Bomer,2.0,John Noble,0.0,Stana Katic,1.0
4658,Craig Zisk,2.0,Julianne Moore,1.0,Michael Angarano,2.0,Greg Kinnear,2.0
4659,Jeff Nichols,2.0,Matthew McConaughey,2.0,Tye Sheridan,2.0,Jacob Lofland,2.0
4660,Jason Stoddard,0.0,Leslie Easterbrook,1.0,Kane Hodder,2.0,J.D. Hart,0.0
4661,J.J. Abrams,2.0,Chris Pine,2.0,Zachary Quinto,2.0,Zoe Saldana,1.0
4662,Shawn Levy,2.0,Owen Wilson,2.0,Vince Vaughn,2.0,Rose Byrne,1.0
4663,Nicolas Winding Refn,2.0,Ryan Gosling,2.0,Kristin Scott Thomas,1.0,Gordon Brown,2.0
4664,Todd Phillips,2.0,Bradley Cooper,2.0,Ed Helms,2.0,Zach Galifianakis,2.0
4665,Justin Lin,0.0,Vin Diesel,2.0,Paul Walker,2.0,Dwayne Johnson,2.0
4666,Chris Wedge,2.0,Josh Hutcherson,2.0,Amanda Seyfried,1.0,Colin Farrell,2.0
4667,Noah Baumbach,2.0,Greta Gerwig,1.0,Mickey Sumner,1.0,Adam Driver,2.0
4668,Rob Zombie,2.0,Sheri Moon Zombie,1.0,Bruce Davison,2.0,Jeff Daniel Phillips,0.0
4669,Steven Soderbergh,2.0,Michael Douglas,2.0,Matt Damon,2.0,Rob Lowe,2.0
4670,M. Night Shyamalan,2.0,Jaden Smith,2.0,Will Smith,2.0,Sophie Okonedo,1.0
4671,Louis Leterrier,2.0,Jesse Eisenberg,2.0,Mark Ruffalo,2.0,Woody Harrelson,2.0
4672,Rob Epstein,2.0,Amanda Seyfried,1.0,Peter Sarsgaard,2.0,Hank Azaria,2.0
4673,Daniel Krige,0.0,Nicholas Hope,2.0,Kelly Paterniti,1.0,Sam Reid,2.0
4674,Jim Rash,2.0,Liam James,2.0,Steve Carell,2.0,Toni Collette,1.0
4675,Zack Snyder,2.0,Henry Cavill,2.0,Amy Adams,1.0,Michael Shannon,2.0
4676,Justin Zackham,2.0,Robert De Niro,2.0,Diane Keaton,1.0,Katherine Heigl,1.0
4677,James DeMonaco,2.0,Lena Headey,1.0,Ethan Hawke,2.0,Max Burkholder,2.0
4678,Mira Nair,1.0,Riz Ahmed,2.0,Kate Hudson,1.0,Kiefer Sutherland,2.0
4679,Sofia Coppola,1.0,Katie Chang,1.0,Israel Broussard,2.0,Emma Watson,1.0
4680,Dan Scanlon,2.0,Billy Crystal,2.0,John Goodman,2.0,Steve Buscemi,2.0
4681,Guillermo del Toro,2.0,Idris Elba,2.0,Charlie Hunnam,2.0,Charlie Day,2.0
4682,Giuseppe Tornatore,0.0,Geoffrey Rush,2.0,Jim Sturgess,2.0,Sylvia Hoeks,1.0
4683,Marc Forster,2.0,Brad Pitt,2.0,Mireille Enos,1.0,Abigail Hargrove,1.0
4684,Neill Blomkamp,2.0,Matt Damon,2.0,Jodie Foster,1.0,Sharlto Copley,2.0
4685,Alex Gibney,2.0,Julian Assange,0.0,Chelsea Manning,1.0,Heather Brooke,0.0
4686,Scott McGehee,2.0,Alexander Skarsgård,2.0,Julianne Moore,1.0,Steve Coogan,2.0
4687,Pierre Coffin,2.0,Steve Carell,2.0,Kristen Wiig,1.0,Benjamin Bratt,2.0
4688,Roland Emmerich,2.0,Channing Tatum,2.0,Jamie Foxx,2.0,Joey King,1.0
4689,Edgar Wright,2.0,Simon Pegg,2.0,Nick Frost,2.0,Martin Freeman,2.0
4690,Steven Knight,2.0,Jason Statham,2.0,Agata Buzek,1.0,Vicky McClure,1.0
4691,Paul Feig,2.0,Sandra Bullock,1.0,Melissa McCarthy,1.0,Demián Bichir,2.0
4692,James Ponsoldt,0.0,Miles Teller,2.0,Shailene Woodley,1.0,Brie Larson,1.0
4693,Stuart Blumberg,0.0,Mark Ruffalo,2.0,Gwyneth Paltrow,1.0,Tim Robbins,2.0
4694,Ryan Coogler,2.0,Michael B. Jordan,2.0,Octavia Spencer,1.0,Melonie Diaz,1.0
4695,Thierry Notz,2.0,George Kennedy,2.0,Andrew Stevens,2.0,Starr Andreeff,1.0
4696,Robert Schwentke,2.0,Jeff Bridges,2.0,Ryan Reynolds,2.0,Kevin Bacon,2.0
4697,James Wan,2.0,Patrick Wilson,2.0,Vera Farmiga,1.0,Lili Taylor,1.0
4698,David Soren,0.0,Ryan Reynolds,2.0,Paul Giamatti,2.0,Michael Peña,2.0
4699,James Mangold,2.0,Hugh Jackman,2.0,Hiroyuki Sanada,0.0,Famke Janssen,1.0
4700,Joe Swanberg,0.0,Olivia Wilde,1.0,Jake Johnson,2.0,Anna Kendrick,1.0
4701,Baltasar Kormákur,2.0,Denzel Washington,2.0,Mark Wahlberg,2.0,Paula Patton,1.0
4702,Woody Allen,2.0,Cate Blanchett,1.0,Alec Baldwin,2.0,Sally Hawkins,1.0
4703,Tony Cookson,0.0,Marcia Strassman,1.0,Joshua John Miller,2.0,Edan Gross,2.0
4704,Thor Freudenthal,2.0,Logan Lerman,2.0,Alexandra Daddario,1.0,Douglas Smith,2.0
4705,Raja Gosnell,2.0,Hank Azaria,2.0,Neil Patrick Harris,2.0,Brendan Gleeson,2.0
4706,Declan Lowney,2.0,Steve Coogan,2.0,Anna Maxwell Martin,1.0,Nigel Lindsay,2.0
4707,Mark L. Lester,2.0,Bradley Gregg,2.0,Traci Lind,1.0,Malcolm McDowell,2.0
4708,Keanu Reeves,2.0,Keanu Reeves,2.0,Tiger Hu Chen,0.0,Jeremy Marinas,0.0
4709,Rawson Marshall Thurber,0.0,Jason Sudeikis,2.0,Jennifer Aniston,1.0,Will Poulter,2.0
4710,Dennis Dugan,2.0,Adam Sandler,2.0,Kevin James,2.0,Chris Rock,2.0
4711,Jeff Wadlow,2.0,Aaron Taylor-Johnson,2.0,Chloë Grace Moretz,1.0,Christopher Mintz-Plasse,2.0
4712,David Twohy,0.0,Vin Diesel,2.0,Karl Urban,2.0,Katee Sackhoff,1.0
4713,Klay Hall,2.0,Dane Cook,2.0,Carlos Alazraqui,2.0,Val Kilmer,2.0
4714,Armand Mastroianni,2.0,Cotter Smith,2.0,Mel Harris,1.0,Chuck McCann,2.0
4715,Gabriela Cowperthwaite,1.0,Dean Gomersall,0.0,Samantha Berg,0.0,John Jett,0.0
4716,Robert Luketic,2.0,Liam Hemsworth,2.0,Harrison Ford,2.0,Gary Oldman,2.0
4717,Joshua Michael Stern,2.0,Ashton Kutcher,2.0,Dermot Mulroney,2.0,Amanda Crew,1.0
4718,Harald Zwart,2.0,Lily Collins,1.0,Jamie Campbell Bower,2.0,Kevin Zegers,2.0
4719,Lee Daniels,2.0,Forest Whitaker,2.0,David Banner,2.0,Michael Rainey Jr.,2.0
4720,Lake Bell,1.0,Lake Bell,1.0,Fred Melamed,2.0,Michaela Watkins,1.0
4721,David Lowery,2.0,Casey Affleck,2.0,Rooney Mara,1.0,Ben Foster,2.0
4722,Richard Curtis,2.0,Domhnall Gleeson,2.0,Rachel McAdams,1.0,Bill Nighy,2.0
4723,Scott Walker,0.0,Nicolas Cage,2.0,Vanessa Hudgens,1.0,John Cusack,2.0
4724,Adam Wingard,2.0,Sharni Vinson,1.0,Nicholas Tucci,0.0,Wendy Glenn,1.0
4725,Dito Montiel,2.0,Liam Hemsworth,2.0,Dwayne Johnson,2.0,Emma Roberts,1.0
4726,Anne Fontaine,1.0,Naomi Watts,1.0,Robin Wright,1.0,Xavier Samuel,2.0
4727,John Crowley,2.0,Eric Bana,2.0,Rebecca Hall,1.0,Ciarán Hinds,2.0
4728,Courtney Solomon,2.0,Ethan Hawke,2.0,Selena Gomez,1.0,Jon Voight,2.0
4729,Alfonso Cuarón,2.0,Sandra Bullock,1.0,George Clooney,2.0,Ed Harris,2.0
4730,Michael Dowse,2.0,Daniel Radcliffe,2.0,Zoe Kazan,1.0,Rafe Spall,2.0
4731,Denis Villeneuve,2.0,Hugh Jackman,2.0,Jake Gyllenhaal,2.0,Paul Dano,2.0
4732,Scott Cooper,2.0,Christian Bale,2.0,Zoe Saldana,1.0,Woody Harrelson,2.0
4733,Jerusha Hess,2.0,Keri Russell,1.0,J. J. Feild,2.0,Bret McKenzie,2.0
4734,Luc Besson,2.0,Robert De Niro,2.0,Michelle Pfeiffer,1.0,Dianna Agron,1.0
4735,Destin Cretton,2.0,Brie Larson,1.0,John Gallagher Jr.,2.0,Kaitlyn Dever,1.0
4736,Maggie Carey,0.0,Aubrey Plaza,1.0,Johnny Simmons,2.0,Bill Hader,2.0
4737,Benson Lee,0.0,Josh Holloway,2.0,Josh Peck,2.0,Chris Brown,2.0
4738,Francis Veber,2.0,Matthew Broderick,2.0,Jeffrey Jones,2.0,Heidi Kling,1.0
4739,Alexander Payne,0.0,Bruce Dern,1.0,Will Forte,2.0,Bob Odenkirk,2.0
4740,Nicole Holofcener,1.0,Julia Louis-Dreyfus,1.0,Catherine Keener,1.0,James Gandolfini,2.0
4741,Nimród Antal,2.0,Dane DeHaan,2.0,Mackenzie Gray,2.0,James Hetfield,0.0
4742,Christian Duguay,2.0,David Hewlett,2.0,Deborah Raffin,1.0,Yvan Ponton,2.0
4743,Brad Furman,2.0,Ben Affleck,2.0,Gemma Arterton,1.0,Justin Timberlake,2.0
4744,Peter Landesman,0.0,Zac Efron,2.0,Billy Bob Thornton,2.0,Ron Livingston,2.0
4745,Erik Matti,2.0,Piolo Pascual,0.0,Gerald Anderson,2.0,Angel Aquino,1.0
4746,Cody Cameron,2.0,Bill Hader,2.0,Anna Faris,1.0,James Caan,2.0
4747,Paul Greengrass,2.0,Tom Hanks,2.0,Catherine Keener,1.0,Max Martini,2.0
4748,Robert Rodriguez,2.0,Danny Trejo,2.0,Mel Gibson,2.0,Amber Heard,1.0
4749,Jon S. Baird,2.0,James McAvoy,2.0,Jamie Bell,2.0,Eddie Marsan,2.0
4750,Carlo Carlei,2.0,Douglas Booth,2.0,Hailee Steinfeld,1.0,Christian Cooke,2.0
4751,David E. Talbert,2.0,Paula Patton,1.0,Adam Brody,2.0,Djimon Hounsou,2.0
4752,Mikael Håfström,0.0,Sylvester Stallone,2.0,Arnold Schwarzenegger,2.0,Jim Caviezel,2.0
4753,Sanaa Hamri,1.0,Queen Latifah,1.0,Common,0.0,Paula Patton,1.0
4754,Çağan Irmak,0.0,Çetin Tekindor,0.0,Hümeyra,1.0,Zafer Algöz,0.0
4755,Bill Condon,2.0,Benedict Cumberbatch,2.0,Daniel Brühl,2.0,Anthony Mackie,2.0
4756,Ridley Scott,2.0,Michael Fassbender,2.0,Cameron Diaz,1.0,Javier Bardem,2.0
4757,Steve McQueen,2.0,Chiwetel Ejiofor,2.0,Michael Fassbender,2.0,Lupita Nyong'o,1.0
4758,J.C. Chandor,0.0,Robert Redford,2.0,,,,
4759,Harvey Miller,2.0,Steve Guttenberg,2.0,Alan Arkin,2.0,Julie Hagerty,1.0
4760,Gavin Hood,2.0,Asa Butterfield,2.0,Harrison Ford,2.0,Hailee Steinfeld,1.0
4761,Jeff Tremaine,2.0,Johnny Knoxville,2.0,Jackson Nicoll,2.0,Georgina Cates,1.0
4762,Alan Taylor,2.0,Chris Hemsworth,2.0,Natalie Portman,1.0,Tom Hiddleston,2.0
4763,Jean-Marc Vallée,2.0,Matthew McConaughey,2.0,Jennifer Garner,1.0,Jared Leto,2.0
4764,George Marshall,2.0,Rosemary Clooney,1.0,Jack Carson,2.0,Guy Mitchell,0.0
4765,Jimmy Hayward,2.0,Owen Wilson,2.0,Woody Harrelson,2.0,Amy Poehler,1.0
4766,Jon Turteltaub,2.0,Robert De Niro,2.0,Morgan Freeman,2.0,Michael Douglas,2.0
4767,Franc Roddam,0.0,David Keith,2.0,Robert Prosky,2.0,G. D. Spradlin,2.0
4768,Stephen Frears,0.0,Judi Dench,1.0,Steve Coogan,2.0,Sophie Kennedy Clark,1.0
4769,Brian Percival,2.0,Geoffrey Rush,2.0,Sophie Nélisse,1.0,Emily Watson,0.0
4770,Malcolm D. Lee,2.0,Terrence Howard,2.0,Harold Perrineau,2.0,Моррис Честнат,2.0
4771,Francis Lawrence,2.0,Jennifer Lawrence,1.0,Josh Hutcherson,2.0,Liam Hemsworth,2.0
4772,Peter Jackson,2.0,Martin Freeman,2.0,Ian McKellen,2.0,Richard Armitage,2.0
4773,Carl Rinsch,0.0,Keanu Reeves,2.0,Hiroyuki Sanada,0.0,Kou Shibasaki,1.0
4774,Ken Scott,0.0,Vince Vaughn,2.0,Cobie Smulders,1.0,Chris Pratt,2.0
4775,Joel Coen,0.0,Oscar Isaac,2.0,Carey Mulligan,1.0,Justin Timberlake,2.0
4776,Martin Scorsese,2.0,Leonardo DiCaprio,2.0,Jonah Hill,2.0,Margot Robbie,1.0
4777,Gary Fleder,2.0,Jason Statham,2.0,James Franco,2.0,Izabela Vidovic,1.0
4778,Ruggero Deodato,2.0,Lisa Blount,1.0,Leonard Mann,0.0,Richard Lynch,2.0
4779,Justin Chadwick,2.0,Idris Elba,2.0,Naomie Harris,1.0,Tony Kgoroge,2.0
4780,John Wells,2.0,Meryl Streep,1.0,Julia Roberts,1.0,Chris Cooper,2.0
4781,David O. Russell,2.0,Christian Bale,2.0,Bradley Cooper,2.0,Amy Adams,1.0
4782,Spike Jonze,2.0,Joaquin Phoenix,2.0,Scarlett Johansson,1.0,Rooney Mara,1.0
4783,Peter Berg,2.0,Mark Wahlberg,2.0,Taylor Kitsch,2.0,Emile Hirsch,2.0
4784,Alex Gibney,2.0,Lance Armstrong,2.0,Betsy Andreu,0.0,Frankie Andreu,0.0
4785,John Lee Hancock,2.0,Emma Thompson,1.0,Tom Hanks,2.0,Paul Giamatti,2.0
4786,Andrei Konchalovsky,2.0,Elle Fanning,1.0,Nathan Lane,2.0,John Turturro,2.0
4787,Spike Lee,2.0,Josh Brolin,2.0,Elizabeth Olsen,1.0,Samuel L. Jackson,2.0
4788,Patricia Martínez de Velasco,0.0,Jesús Ochoa,2.0,Carmen Beato,0.0,Diana García,1.0
4789,Adam McKay,2.0,Will Ferrell,2.0,Steve Carell,2.0,Paul Rudd,2.0
4790,Ryan White,0.0,Freda Kelly,0.0,George Harrison,2.0,John Lennon,2.0
4791,William Dear,2.0,Corbin Bleu,2.0,Sandra Echeverría,1.0,Madison Pettis,1.0
4792,Josh Schwartz,2.0,Victoria Justice,1.0,Jackson Nicoll,2.0,Chelsea Handler,1.0
