,adjusted_revenue
3228,156132657.42
3229,8146672.11
3230,803651912.97
3231,161122978.02
3232,41206547.22
3233,31119477.33
3234,3205942.85
3235,224186997.86
3236,27974515.67
3237,3738389.09
3238,4136896.29
3239,11631337.72
3240,42243614.93
3241,68467162.72
3242,23039791.85
3243,32957659.91
3244,46970401.63
3245,4919236.56
3246,367425.86
3247,25741736.58
3248,16254966.09
3249,216753300.61
3250,8813898.58
3251,7031586.17
3252,58234031.65
3253,45456054.45
3254,118682972.36
3255,8893280.56
3256,18445142.7
3257,11165062.19
3258,483754268.0
3259,106427362.03
3260,92757882.16
3261,1070479.01
3262,417543996.09
3263,220902263.32
3264,933609181.59
3265,558545025.95
3266,249263466.26
3267,561735109.54
3268,795855.54
3269,5505367.22
3270,1770732.57
3271,97514440.69
3272,139624367.51
3273,289001732.68
3274,397060401.35
3275,1295758368.08
3276,158594266.8
3277,32694146.68
3278,51415433.86
3279,74044916.75
3280,73532032.67
3281,2041378.51
3282,56227844.52
3283,192684957.36
3284,172298788.31
3285,25963934.02
3286,475523916.19
3287,1249858.8
3288,122228267.88
3289,11054957.19
3290,164550838.65
3291,182337615.98
3292,123531662.46
3293,170441762.91
3294,75413882.31
3295,38404751.04
3296,198154031.13
3297,698523439.32
3298,198129368.6
3299,65238093.05
3300,75635852.32
3301,199161217.58
3302,373381796.11
3303,49864526.35
3304,67095905.14
3305,2160047.53
3306,52200763.32
3307,5934587.87
3308,88493529.74
3309,138851936.54
3310,15206539.25
3311,5972270.61
3312,711179.61
3313,13306874.24
3314,13921857.69
3315,46819057.14
3316,105681812.64
3317,150025378.22
3318,23321331.11
3319,15834645.23
3320,8511448.47
3321,478737.84
3322,12103108.56
3323,27831242.46
3324,20432039.68
3325,45715562.43
3326,757283.03
3327,602249.42
3328,18609540.37
3329,59715352.16
3330,20217350.55
3331,50437446.54
3332,42280834.06
3333,146123684.03
3334,21643397.54
3335,88493179.56
3336,1183729.7
3337,318051847.39
3338,352431545.4
3339,29106563.86
3340,8213423.75
3341,47595824.08
3342,26951632.9
3343,1399926.57
3344,16282612.49
3345,826605.36
3346,18021968.33
3347,244734.54
3348,12376048.55
3349,58398227.4
3350,6297300.94
3351,85065545.09
3352,133357752.78
3353,80129510.51
3354,25534345.41
3355,627584.36
3356,199261295.19
3357,5218691.28
3358,203058.84
3359,78377449.51
3360,160720858.28
3361,102745490.59
3362,51146637.45
3363,14581344.17
3364,6738665.74
3365,467321817.53
3366,5629769.92
3367,57429259.79
3368,705875.09
3369,236093840.65
3370,1679995.78
3371,7489504.76
3372,16300147.29
3373,7400714.17
3374,207774082.39
3375,303114694.28
3376,189344627.25
3377,2773624.5
3378,906258.91
3379,52947731.69
3380,72844094.85
3381,188392011.34
3382,48671977.39
3383,1032383.98
3384,16295717.69
3385,60151505.53
3386,584023.98
3387,7192062.09
3388,83501234.49
3389,46309305.27
3390,12220934.31
3391,89269023.19
3392,42652377.24
3393,131251686.05
3394,12528609.36
3395,18614905.01
3396,162655013.32
3397,1360880.48
3398,9457650.39
3399,298816.41
3400,26220455.64
3401,19647447.07
3402,69433837.11
3403,102692209.29
3404,1311836.72
3405,82145537.92
3406,97140990.47
3407,113105051.31
3408,198195.16
3409,737363245.17
3410,13534284.02
3411,8980105.85
3412,18938069.36
3413,4059022.23
3414,4661242.47
3415,270413842.32
3416,39285900.65
3417,37368352.29
3418,172478312.61
3419,91699256.1
3420,24048441.74
3421,13258217.62
3422,200627.0
3423,95254074.02
3424,89925991.34
3425,10912684.94
3426,245616.08
3427,6089020.22
3428,18955316.55
3429,100233653.29
3430,299835219.29
3431,513860972.04
3432,32270964.72
3433,44109746.76
3434,2484983.04
3435,24487237.84
3436,15600561.27
3437,99478132.47
3438,26265351.94
3439,26271145.88
3440,113132701.72
3441,113028667.2
3442,6344886.77
3443,74207757.73
3444,200184938.84
3445,1454615.06
3446,14314385.02
3447,11488123.3
3448,86407501.16
3449,139215677.3
3450,36438693.85
3451,1553387.7
3452,6747389.98
3453,107998679.04
3454,41732316.67
3455,20688447.53
3456,271593617.0
3457,31694835.2
3458,10217560.81
3459,1053185764.92
3460,6811721.0
3461,3759533.54
3462,1371978.62
3463,9942033.27
3464,258991602.66
3465,75942491.14
3466,944525946.94
3467,24483906.37
3468,1136091318.38
3469,49223447.47
3470,3493438.24
3471,20015640.3
3472,2037256.53
3473,2789677.09
3474,368032850.6
3475,364776.36
3476,42109290.92
3477,574572.57
3478,176199976.35
3479,341711398.69
3480,518254.8
3481,29599726.76
3482,8282506.82
3483,8726840.4
3484,322459.87
3485,35659160.82
3486,594203.76
3487,38251944.6
3488,29009356.49
3489,22377654.54
3490,111929936.85
3491,69893535.79
3492,453409746.7
3493,81934792.39
3494,204520081.25
3495,839016773.81
3496,3105395.08
3497,1109152285.57
3498,219974013.44
3499,9795671.08
3500,464806.55
3501,292111.7
3502,16946085.88
3503,160258656.25
3504,623099215.2
3505,11373206.85
3506,109472683.64
3507,523505368.11
3508,2869015.98
3509,143593461.56
3510,5648981.78
3511,309075.01
3512,305033110.16
3513,29913175.65
3514,48586009.21
3515,16101611.82
3516,102447487.42
3517,21512909.35
3518,17817498.66
3519,47822993.25
3520,3672891.02
3521,56435837.49
3522,20067154.53
3523,23379315.87
3524,31707281.37
3525,152817949.7
3526,1692460.42
3527,82477887.78
3528,34924215.56
3529,11321303.67
3530,65153662.01
3531,541720.5
3532,488784.08
3533,175452298.22
3534,69976756.23
3535,66504660.19
3536,174823934.51
3537,6787711.76
3538,80836099.87
3539,28818594.82
3540,64934399.93
3541,87763424.37
3542,109934668.5
3543,13351334.53
3544,89262934.87
3545,29257803.46
3546,3368247.13
3547,40927304.35
3548,17392237.57
3549,174425.11
3550,65239211.69
3551,164742264.87
3552,369733.29
3553,1214942.68
3554,315014167.73
3555,339993446.56
3556,29561139.85
3557,202865005.45
3558,78169260.87
3559,74733614.32
3560,115664202.81
3561,82132735.91
3562,5447100.36
3563,455657.96
3564,67498944.61
3565,402523481.22
3566,118179213.44
3567,9181225.64
3568,16992692.81
3569,440054940.05
3570,691997844.42
3571,427206549.95
3572,4730113.25
3573,273574080.7
3574,25756216.33
3575,924598.64
3576,207324846.0
3577,86626723.04
3578,244582.04
3579,179693944.22
3580,540693365.78
3581,91275906.63
3582,140681927.87
3583,49412366.09
3584,21654480.99
3585,35733256.8
3586,121850750.85
3587,185410267.49
3588,6856742.61
3589,182453513.01
3590,191798.88
3591,194413009.08
3592,44178637.3
3593,36982013.31
3594,128927407.58
3595,96369507.73
3596,64108063.65
3597,7485887.92
3598,295436.94
3599,182600086.67
3600,39316340.95
3601,17314677.67
3602,49695949.78
3603,126635345.22
3604,26872333.25
3605,253007817.82
3606,63126915.89
3607,172095733.57
3608,185391211.49
3609,171703192.72
3610,38108480.12
3611,39012501.05
3612,324703.41
3613,77870003.39
3614,302838142.35
3615,73800056.85
3616,25287469.88
3617,338288436.77
3618,47610555.1
3619,6342319.04
3620,5955583.03
3621,7597619.25
3622,18274304.33
3623,471794.5
3624,1143678996.48
3625,47392382.99
3626,9727132.6
3627,79492961.95
3628,12033790.46
3629,47019027.96
3630,41125039.8
3631,3671929.38
3632,12759197.11
3633,113935840.24
3634,119738461.55
3635,29454805.07
3636,74650591.44
3637,10917010.03
3638,49516453.29
3639,106956245.33
3640,145620317.32
3641,6396571.24
3642,20641821.21
3643,8121987.77
3644,72673695.92
3645,8766367.28
3646,666214565.19
3647,96318104.94
3648,1416390.66
3649,258244164.82
3650,4177646.48
3651,10132554.39
3652,1014633.97
3653,409740.02
3654,477768625.37
3655,1475691.56
3656,895576672.7
3657,472760835.78
3658,93801433.45
3659,350439.52
3660,719234394.7
3661,229515230.9
3662,273779.34
3663,1419106.92
3664,65636101.35
3665,186033469.71
3666,186384437.48
3667,593507952.13
3668,294037629.5
3669,710450734.91
3670,260261.85
3671,262632909.98
3672,7628188.79
3673,5830884.8
3674,3301590.38
3675,925660.25
3676,233003.21
3677,694298152.17
3678,560353.1
3679,418551.91
3680,57664570.81
3681,9907199.81
3682,5805393.54
3683,181118.49
3684,6747154.12
3685,72636007.37
3686,128010.66
3687,211667939.37
3688,145849174.15
3689,15032943.45
3690,77837866.11
3691,3367626.18
3692,456680646.16
3693,20037410.92
3694,4022540.98
3695,4600166.03
3696,109760214.58
3697,115698792.0
3698,50494750.27
3699,221193.66
3700,16957054.05
3701,8275379.01
3702,214118690.41
3703,77739284.33
3704,2083340.85
3705,2314736.51
3706,83977832.03
3707,80198530.42
3708,9976456.12
3709,82468107.61
3710,186393539.7
3711,16063268.26
3712,82094875.54
3713,26789598.3
3714,44436757.86
3715,48371437.07
3716,297900.7
3717,83308457.27
3718,31467874.94
3719,23010454.94
3720,10615083.7
3721,202726875.83
3722,19680265.7
3723,96060100.5
3724,37540473.03
3725,25851748.42
3726,128968174.6
3727,20343719.18
3728,2071254.07
3729,97246228.7
3730,47936216.54
3731,33592792.27
3732,41692054.94
3733,43382582.84
3734,7969424.8
3735,46513455.62
3736,35462036.8
3737,11149789.98
3738,29303592.06
3739,687534065.3
3740,22593295.4
3741,128672346.14
3742,31574760.74
3743,430247094.43
3744,667257996.29
3745,105174692.94
3746,129625578.14
3747,21353431.64
3748,445616.08
3749,169955504.69
3750,140910918.7
3751,141390.12
3752,56416698.92
3753,352908893.04
3754,62146239.46
3755,124072045.76
3756,186409055.04
3757,23244037.64
3758,1269976.8
3759,38089657.48
3760,34154677.71
3761,3101784.38
3762,11486642.77
3763,1260924.67
3764,57957339.01
3765,307344542.4
3766,128671247.49
3767,16912333.62
3768,191457109.57
3769,50895018.05
3770,380178089.05
3771,257288300.62
3772,228012074.43
3773,242355265.3
3774,4360569.83
3775,85643643.33
3776,394749.77
3777,25015268.49
3778,277885162.89
3779,16940063.24
3780,2276978.51
3781,57923083.01
3782,131008915.83
3783,1074436.2
3784,104376084.75
3785,65452173.18
3786,635277.01
3787,209421852.11
3788,87421246.92
3789,214179.43
3790,8007772.53
3791,1072791.76
3792,44113925.88
3793,4535737.78
3794,142357808.46
3795,51946448.14
3796,68737490.92
3797,3584171.39
3798,202528050.2
3799,83445635.95
3800,204598.11
3801,70220055.54
3802,14583757.72
3803,103410440.17
3804,17023352.08
3805,86686565.7
3806,20981117.44
3807,104699980.98
3808,88579430.86
3809,68553093.39
3810,177605482.84
3811,18414354.45
3812,571451.73
3813,435894695.76
3814,212558.22
3815,27429605.4
3816,19611185.66
3817,123775744.13
3818,414933896.21
3819,68207774.87
3820,7026453.28
3821,41530359.73
3822,155692616.79
3823,364623677.88
3824,100297967.48
3825,39487241.04
3826,11151422.02
3827,31317211.34
3828,435100.99
3829,426243555.91
3830,1151648.55
3831,440659793.86
3832,1025424.75
3833,4684461.38
3834,128859473.16
3835,1185208.72
3836,407449239.77
3837,1083999.22
3838,10713622.34
3839,2781722.29
3840,424289949.27
3841,471995097.5
3842,136121.19
3843,6296715.4
3844,36241915.89
3845,103756125.99
3846,839888600.26
3847,21250432.94
3848,524740360.56
3849,3371058.72
3850,33146354.12
3851,78480530.77
3852,171572540.98
3853,472937.27
3854,8376849.79
3855,362617335.64
3856,71247115.7
3857,47816548.79
3858,955512699.48
3859,5591226.44
3860,40101063.16
3861,116795355.1
3862,244625566.82
3863,1013085402.82
3864,1714120.63
3865,109359179.4
3866,69378854.24
3867,1067096534.17
3868,73526171.29
3869,10701397.24
3870,47525861.32
3871,234564585.72
3872,2471381.62
3873,26110317.12
3874,66132090.62
3875,240872274.67
3876,148006698.75
3877,84354969.88
3878,121457786.94
3879,177718500.62
3880,345586446.14
3881,19743663.37
3882,332696.48
3883,2602042.34
3884,188861.71
3885,115660256.41
3886,5953822.45
3887,305605.81
3888,47747547.24
3889,17532683.29
3890,1481856.23
3891,334559479.98
3892,37103356.35
3893,129360.83
3894,2573796.33
3895,8049494.75
3896,2166556.53
3897,77018257.0
3898,7318322.64
3899,23371207.43
3900,968370.5
3901,9939008.19
3902,1347840.65
3903,55331558.76
3904,23588350.5
3905,78526834.95
3906,36054426.61
3907,40474690.08
3908,12395293.9
3909,212705554.42
3910,46648711.92
3911,277626850.02
3912,3975603.28
3913,7212638.29
3914,41283831.38
3915,5072991.75
3916,228584646.97
3917,337909.62
3918,19922110.5
3919,1328127.07
3920,35910777.03
3921,7621632.38
3922,19004100.03
3923,36462011.31
3924,345050.57
3925,139899464.82
3926,116987432.87
3927,31084394.75
3928,13946016.29
3929,29816998.87
3930,9107526.5
3931,196341589.4
3932,45822649.43
3933,114354321.12
3934,2467566.58
3935,33102584.11
3936,9164458.26
3937,144750686.18
3938,22003850.86
3939,1971336.75
3940,13748303.46
3941,187001413.24
3942,77960439.01
3943,32185301.44
3944,12144547.25
3945,338831.66
3946,265908.31
3947,50376317.23
3948,53095539.66
3949,8193595.12
3950,6408409.82
3951,879368912.87
3952,38085277.73
3953,48367972.09
3954,54313426.49
3955,12098594.97
3956,811014471.5
3957,1738119.12
3958,69081348.67
3959,49493447.07
3960,122454.77
3961,353286434.71
3962,105365316.17
3963,119905947.14
3964,2669196.95
3965,106857803.85
3966,139658613.81
3967,305113554.44
3968,26212670.31
3969,301566.2
3970,97437082.37
3971,3185393849.4
3972,61498425.94
3973,250337222.04
3974,598729782.8
3975,45087869.96
3976,506310302.42
3977,119268098.27
3978,6629566.29
3979,514255.7
3980,58745960.97
3981,54615551.4
3982,33636316.75
3983,176607273.98
3984,2833000.0
3985,1162433.1
3986,26099294.67
3987,1302267.77
3988,76348421.13
3989,13485656.44
3990,307510.81
3991,17012694.44
3992,1009872.99
3993,41254370.42
3994,84197761.58
3995,1716846.02
3996,12170499.17
3997,1925906.23
3998,2693967.47
3999,243354894.92
4000,331393986.49
4001,227865.91
4002,1879217.39
4003,254609039.8
4004,62482619.66
4005,67696823.0
4006,50851102.44
4007,1633047.8
4008,44606932.3
4009,129247553.11
4010,126420856.58
4011,106659333.11
4012,37540770.01
4013,59383196.97
4014,5377897.63
4015,6917770.14
4016,33746744.39
4017,55958167.45
4018,11802268.51
4019,62987443.11
4020,3446380.97
4021,24066221.77
4022,152879717.88
4023,1125546.96
4024,116018.11
4025,124237602.36
4026,20694845.16
4027,33133995.14
4028,22172819.38
4029,72586685.28
4030,9665366.9
4031,5449889.49
4032,556300919.58
4033,1000173.64
4034,108127443.78
4035,171162198.66
4036,4054004.78
4037,3367637.8
4038,1889709.2
4039,85096108.66
4040,26506645.2
4041,5385357.8
4042,8923327.66
4043,701373173.69
4044,94157993.24
4045,6868346.15
4046,4799973.5
4047,44222905.6
4048,991407.98
4049,1124115.57
4050,18622368.36
4051,110343143.02
4052,21529601.02
4053,376752553.45
4054,324136130.92
4055,101203738.31
4056,87093111.22
4057,834631.08
4058,11847054.02
4059,199236890.67
4060,1199397258.71
4061,15548207.92
4062,846010354.6
4063,785185000.54
4064,5741072.49
4065,861768.37
4066,358034095.69
4067,141918256.72
4068,610972534.5
4069,927994235.76
4070,305118902.35
4071,242003806.93
4072,294440076.44
4073,360901.09
4074,39013386.45
4075,7451962.22
4076,329735778.88
4077,203572.98
4078,4052869.16
4079,26504021.84
4080,97109935.34
4081,104819716.85
4082,54171920.82
4083,191586307.34
4084,8613807.1
4085,308536444.13
4086,53580473.04
4087,1124115.57
4088,7660610.44
4089,850990.68
4090,31319874.63
4091,93513111.74
4092,8023828.81
4093,270342.97
4094,1087019.76
4095,1068366.67
4096,76145441.83
4097,73589466.06
4098,56015361.32
4099,35216179.13
4100,179062403.1
4101,90545110.52
4102,337491064.58
4103,252836428.7
4104,173143178.08
4105,84255053.26
4106,229987319.46
4107,693579.31
4108,1973061.14
4109,151472348.79
4110,157458679.02
4111,126444750.79
4112,7296903.97
4113,263472.39
4114,127658.43
4115,27142459.59
4116,67729504.42
4117,37751370.0
4118,35977597.68
4119,118717985.02
4120,3423991.96
4121,10656298.63
4122,8848500.46
4123,4769597.64
4124,7568647.67
4125,10628773.53
4126,606974.07
4127,131773628.53
4128,1599515.29
4129,80559699.8
4130,22291163.47
4131,6248144.05
4132,199544039.51
4133,118254299.71
4134,298248.1
4135,153048823.09
4136,238066122.25
4137,40122967.21
4138,361838423.16
4139,368489278.8
4140,604774.18
4141,57496995.11
4142,3881619.41
4143,979418.29
4144,1072750087.31
4145,465621652.61
4146,665245903.39
4147,105236337.68
4148,139187.99
4149,509313.16
4150,1218184.94
4151,5220514.12
4152,75114567.15
4153,329927.92
4154,47038170.04
4155,115581572.18
4156,467279349.88
4157,468191.89
4158,313326272.49
4159,3729435.52
4160,18553455.58
4161,449716781.93
4162,20373765.16
4163,54709476.26
4164,9503611.41
4165,5488580.84
4166,25946527.64
4167,5765653.97
4168,349207160.26
4169,236197.4
4170,23673040.99
4171,100630570.89
4172,6156548.3
4173,226603872.1
4174,211014.48
4175,248255871.57
4176,22873783.58
4177,12463708.98
4178,96003891.18
4179,190506509.25
4180,73133676.41
4181,779215.56
4182,16722381.28
4183,176369778.26
4184,381060.57
4185,643903.52
4186,161038561.63
4187,93075715.83
4188,104664546.04
4189,483415.78
4190,41592276.19
4191,2724287.49
4192,23077186.67
4193,118353193.85
4194,7476645.74
4195,206732482.14
4196,4888988.84
4197,1201322.08
4198,106303931.81
4199,16717102.56
4200,6830644.87
4201,31526981.54
4202,267769784.86
4203,7549619.6
4204,139341179.87
4205,242332.34
4206,90621498.95
4207,29555293.72
4208,157456003.72
4209,23570073.13
4210,220631060.27
4211,42490993.14
4212,234199811.1
4213,7270046.6
4214,97161345.04
4215,91116970.56
4216,364368.57
4217,160550649.37
4218,97848235.99
4219,1906409.53
4220,29532479.91
4221,9231720.45
4222,109049496.21
4223,985064.72
4224,815600.46
4225,11610243.11
4226,78914320.24
4227,230376.25
4228,200457130.59
4229,3597245.2
4230,69504286.89
4231,105853482.86
4232,528114855.44
4233,489637953.89
4234,5042519.93
4235,124397755.76
4236,16607753.45
4237,281723.51
4238,1294792.82
4239,682311614.23
4240,51313578.57
4241,65276012.91
4242,314255849.71
4243,1057912.75
4244,1139530011.93
4245,164676879.18
4246,59579323.99
4247,277284503.85
4248,633670.69
4249,44125566.73
4250,4320373.43
4251,4980691.94
4252,725414861.56
4253,385349510.99
4254,942231.88
4255,114659788.41
4256,2939307.05
4257,5994825.16
4258,283430497.52
4259,239575119.09
4260,1293011.89
4261,204170913.08
4262,235593649.21
4263,67528540.65
4264,1224563953.64
4265,39404502.91
4266,28465140.66
4267,15437832.17
4268,77626582.13
4269,185091098.65
4270,127496654.57
4271,610079551.66
4272,560904.44
4273,468322.46
4274,1462397525.1
4275,244051.48
4276,85057513.34
4277,1451752.1
4278,403815439.92
4279,155667091.62
4280,64717555.76
4281,21315123.91
4282,15757278.85
4283,13076579.96
4284,614326091.45
4285,5049806.86
4286,163984415.43
4287,44177742.01
4288,808432.31
4289,18823293.33
4290,867254.04
4291,4346954.92
4292,526179984.73
4293,157608.75
4294,82219472.68
4295,135421197.15
4296,44185153.43
4297,20337610.33
4298,172052532.31
4299,17399960.13
4300,38561975.6
4301,93240711.76
4302,41584596.23
4303,1936352.72
4304,430475.56
4305,677749.33
4306,51300551.95
4307,66435405.37
4308,1505921.43
4309,116610.13
4310,11038812.91
4311,95923013.62
4312,307787.82
4313,1203788.54
4314,1917083.29
4315,33292422.26
4316,11034953.14
4317,149892034.75
4318,12531340.01
4319,120093366.27
4320,177912.32
4321,29925797.91
4322,25125683.99
4323,82810778.19
4324,187169.45
4325,62960578.85
4326,110318.39
4327,42703514.81
4328,145403784.19
4329,3377368.94
4330,276677.55
4331,326117381.1
4332,421446.19
4333,3855897.67
4334,6580725.66
4335,189534778.78
4336,30079478.23
4337,21253843.79
4338,224158535.28
4339,1413291.7
4340,174440035.76
4341,89451603.81
4342,12848806.64
4343,19281062.99
4344,33155773.09
4345,41956577.29
4346,17108206.16
4347,2754694.9
4348,16776257.17
4349,956615.61
4350,166650793.28
4351,92196459.67
4352,4027839.44
4353,405308673.11
4354,202436529.23
4355,917249.07
4356,247260710.06
4357,163101771.34
4358,6242119.61
4359,2319116.2
4360,1227591.19
4361,387598.55
4362,193144556.69
4363,3860155.19
4364,180003740.22
4365,776064351.46
4366,193516905.77
4367,26153159.91
4368,38202897.07
4369,528067.17
4370,38077026.27
4371,60204444.44
4372,1059760.91
4373,163900181.55
4374,4360436.44
4375,3424052.33
4376,9985285.25
4377,333710354.0
4378,57083037.03
4379,737951942.62
4380,1158305166.57
4381,295275433.72
4382,364634983.5
4383,246124.12
4384,1168830.48
4385,24997001.72
4386,154788172.18
4387,757039588.35
4388,130854982.93
4389,253486701.88
4390,70424777.87
4391,373440354.7
4392,6140356.57
4393,13279948.02
4394,331139.32
4395,457767.85
4396,108639632.23
4397,311877.52
4398,103963602.13
4399,125270038.83
4400,170939856.65
4401,82504068.79
4402,49346771.7
4403,36366629.23
4404,27856301.63
4405,13464298.37
4406,53771199.18
4407,39388558.94
4408,946351.0
4409,26390784.95
4410,154805232.21
4411,1532383.38
4412,209376286.54
4413,1089715.0
4414,1328080.49
4415,379745519.36
4416,989461.22
4417,162604389.46
4418,5836346.79
4419,19324165.25
4420,37619381.93
4421,372429697.39
4422,8116616.83
4423,86768616.64
4424,167589536.19
4425,303353236.93
4426,190543.32
4427,724384.77
4428,6922423.43
4429,958124.17
4430,665800.61
4431,215216989.73
4432,4813903.17
4433,34381740.29
4434,27618826.58
4435,2779326.82
4436,37665618.54
4437,321354309.62
4438,8685140.43
4439,250880118.05
4440,70982021.06
4441,133544.57
4442,14277088.46
4443,58526307.73
4444,195394653.77
4445,323516762.56
4446,149112411.24
4447,10356802.8
4448,57555251.88
4449,102567014.79
4450,106075895.31
4451,2911015.7
4452,41093817.24
4453,262130257.34
4454,191509588.0
4455,666224896.3
4456,423419000.65
4457,19337766.76
4458,126340672.1
4459,430433430.7
4460,25793684.09
4461,72879277.68
4462,1043118.78
4463,31609811.86
4464,6473587.55
4465,23534961.52
4466,245860258.23
4467,4278808.08
4468,797429801.82
4469,679467.81
4470,3487087.99
4471,575430486.32
4472,8864746.53
4473,85089496.6
4474,78197867.66
4475,119856764.91
4476,1308433.43
4477,10273564.89
4478,63436635.74
4479,10287916.94
4480,586517859.12
4481,178529476.75
4482,9378333.71
4483,803082416.65
4484,936566084.01
4485,22535100.14
4486,13275646.18
4487,359658.26
4488,72884291.24
4489,1765625.2
4490,3993880.65
4491,576678.32
4492,9745537.06
4493,7509662.67
4494,1183524448.52
4495,112001848.14
4496,762863.1
4497,114384410.63
4498,82326678.01
4499,3304091.35
4500,15373760.99
4501,33185543.18
4502,55361420.45
4503,57306313.32
4504,9068093.35
4505,91224134.36
4506,10278525.07
4507,12755902.02
4508,14126202.71
4509,123150686.09
4510,50223087.82
4511,340875.78
4512,61984406.79
4513,21880331.35
4514,3549884.69
4515,193353.87
4516,256399374.05
4517,1776449.83
4518,269684.59
4519,30168934.76
4520,43812808.14
4521,37884636.79
4522,51380800.35
4523,107130.56
4524,35658584.52
4525,684452.65
4526,26303511.1
4527,861333.62
4528,14467535.43
4529,401576842.89
4530,1445419.66
4531,47281928.26
4532,35658584.52
4533,109311.71
4534,307808.32
4535,34940027.75
4536,37674029.07
4537,82967532.17
4538,382609782.35
4539,248034417.81
4540,20735638.79
4541,191469.46
4542,349480.82
4543,14734939.84
4544,152475671.83
4545,24842244.58
4546,32405787.09
4547,139306418.48
4548,55839630.9
4549,403103.61
4550,78043373.11
4551,40495409.95
4552,9756293.35
4553,402063.35
4554,503088060.37
4555,2404104.93
4556,219651237.21
4557,172711793.63
4558,650199660.44
4559,16664030.57
4560,5669665.83
4561,1668208.94
4562,4096872.89
4563,2249007.21
4564,293909423.81
4565,885058879.32
4566,219191.81
4567,327697768.96
4568,149969699.68
4569,588332.77
4570,479612.73
4571,25164434.98
4572,8385637.67
4573,1090152930.72
4574,9488603.08
4575,1683306.19
4576,1956461.62
4577,141802357.12
4578,1418300.98
4579,4949677.37
4580,123088127.23
4581,44694647.07
4582,233105286.27
4583,454132612.81
4584,94013522.86
4585,36462611.94
4586,192464672.22
4587,652095.15
4588,20395986.67
4589,127871504.74
4590,292258.4
4591,7304733.64
4592,6719786.59
4593,49708408.53
4594,110693356.59
4595,20960657.27
4596,2102354.34
4597,63281631.36
4598,154146300.48
4599,467284.0
4600,20729745.75
4601,1073707.74
4602,448351.18
4603,34132601.18
4604,48629574.24
4605,236540281.61
4606,18772730.06
4607,2526890.88
4608,298651.32
4609,8654653.41
4610,141663.13
4611,66681397.1
4612,943884.87
4613,183047581.69
4614,1812068.91
4615,320559929.08
4616,50575141.65
4617,102689450.68
4618,1497134.21
4619,78492325.27
4620,11759983.36
4621,399246.51
4622,45171826.51
4623,26488646.57
4624,2936254.9
4625,208008711.98
4626,15971801.01
4627,391291636.04
4628,12707994.37
4629,517548604.87
4630,19018195.98
4631,615730643.93
4632,3572547.11
4633,118826.36
4634,29708765.48
4635,28870390.45
4636,33380583.07
4637,72152486.09
4638,169432657.71
4639,37338282.73
4640,66633462.66
4641,18939765.36
4642,102635590.2
4643,25528245.79
4644,301109200.41
4645,461505.36
4646,618293.9
4647,99981141.04
4648,3659860.46
4649,82470834.48
4650,6265644.11
4651,3378116.49
4652,90674432.86
4653,7868809.01
4654,3010391.53
4655,132621836.92
4656,1278897127.62
4657,3067996.82
4658,110282.04
4659,22714776.26
4660,191508.69
4661,491766005.4
4662,46297204.22
4663,10877093.57
4664,380899801.36
4665,829856183.57
4666,282440970.26
4667,4282308.31
4668,1244721.61
4669,16414463.31
4670,256573978.35
4671,123843857.54
4672,1668363.95
4673,1067622.29
4674,24409834.75
4675,697452143.43
4676,22958518.41
4677,93992401.97
4678,546659.5
4679,20145315.1
4680,782380249.37
4681,428883522.23
4682,20261206.47
4683,559633239.11
4684,301079873.24
4685,633474.12
4686,1122150.58
4687,1021444573.53
4688,216088767.32
4689,48495571.19
4690,8788982.33
4691,166958429.89
4692,7212484.67
4693,1137958.32
4694,18293530.05
4695,1697694.02
4696,64867118.05
4697,334602669.74
4698,297323467.5
4699,437130492.68
4700,361266.55
4701,138828912.56
4702,104385690.8
4703,724495.08
4704,183693365.61
4705,365573433.88
4706,10311650.03
4707,4614848.68
4708,2162227.8
4709,284090292.38
4710,259879126.29
4711,63869097.64
4712,103471405.2
4713,231263701.91
4714,282314.33
4715,2171035.84
4716,14504719.42
4717,37807359.69
4718,95293767.98
4719,121974377.48
4720,3118644.91
4721,1085083.36
4722,91647892.61
4723,5783942.34
4724,15634141.05
4725,3829352.24
4726,335635.79
4727,6050624.76
4728,11050235.64
4729,753794985.51
4730,8256685.49
4731,128502822.01
4732,16204021.48
4733,2271762.77
4734,38820442.48
4735,1683534.7
4736,3752414.71
4737,17413511.74
4738,2899058.63
4739,18576660.6
4740,26609183.44
4741,8389229.12
4742,25603921.9
4743,65885810.16
4744,687777.59
4745,490422.08
4746,261352580.06
4747,99959872.74
4748,15791724.88
4749,9590112.31
4750,1223335.23
4751,23628945.07
4752,129332408.98
4753,24191775.36
4754,6632249.56
4755,9001658.01
4756,74716673.58
4757,196763117.92
4758,6427651.3
4759,6117631.23
4760,132091385.65
4761,159758538.07
4762,678223950.69
4763,58080142.57
4764,10767258.87
4765,115743010.54
4766,141419492.61
4767,29008590.94
4768,105357571.19
4769,80584825.27
4770,75364688.18
4771,891666741.25
4772,1008437284.57
4773,158844103.05
4774,53835342.36
4775,34654845.22
4776,412466731.44
4777,45306968.05
4778,850924.89
4779,28756877.07
4780,78062281.07
4781,264285282.78
4782,49823421.31
4783,157090202.91
4784,403305.47
4785,118420440.99
4786,18187019.76
4787,5114812.01
4788,2941922.9
4789,182715088.85
4790,142089.28
4791,160512.18
4792,12189430.18
4793,60275000.43
4794,4958443.64
4795,47251831.52
4796,184878.42
4797,89420678.45
4798,23473969.39
4799,22902670.31
