,adjusted_revenue
1664,7351315.66
1665,301773238.38
1666,102301593.28
1667,46974615.87
1668,49204334.34
1669,295390058.24
1670,11784838.54
1671,5574237.06
1672,144935534.04
1673,45348545.96
1674,329693596.91
1675,65431803.91
1676,5249048.01
1677,42420464.37
1678,25188819.69
1679,126027471.42
1680,1109069.32
1681,40699448.88
1682,5136309.21
1683,39650660.83
1684,32068520.39
1685,18379750.68
1686,131136017.79
1687,6945201.46
1688,9223028.54
1689,646678140.91
1690,746353691.35
1691,3664936.6
1692,68176084.14
1693,5202974.67
1694,22309626.78
1695,108880210.97
1696,47943182.9
1697,50682585.04
1698,79279601.19
1699,11344158.03
1700,9088738.8
1701,2335388.15
1702,3772634.0
1703,55823042.36
1704,30990662.94
1705,111847425.56
1706,10600012.05
1707,26724681.05
1708,74112746.78
1709,69466861.87
1710,21275002.24
1711,92100279.34
1712,37374527.62
1713,8127514.32
1714,8261689.8
1715,14430958.63
1716,486859914.34
1717,26789054.19
1718,61548710.6
1719,91025878.94
1720,7488583.69
1721,25914993.38
1722,204667053.14
1723,78021092.68
1724,882885.95
1725,32722274.46
1726,5614564.7
1727,712581.34
1728,120283813.98
1729,86138070.97
1730,32722274.46
1731,31617728.5
1732,54179272.69
1733,169066543.51
1734,13381119.3
1735,3066802.84
1736,66448022.18
1737,9010990.02
1738,19280643.46
1739,28975603.6
1740,54702735.0
1741,16101618.06
1742,48812714.98
1743,213733349.16
1744,8050720.33
1745,134247644.32
1746,110689486.81
1747,56544185.46
1748,204790462.45
1749,32436029.35
1750,38773094.12
1751,145602362.8
1752,115290596.88
1753,1179738.59
1754,390285281.57
1755,42897350.63
1756,336199.59
1757,54596336.61
1758,162144888.97
1759,75785056.65
1760,14358725.42
1761,599435428.84
1762,568478826.34
1763,40655051.71
1764,75471867.54
1765,2890160.54
1766,41760069.05
1767,75055565.34
1768,56244699.91
1769,861050886.9
1770,162642020.44
1771,1494702.49
1772,41114749.37
1773,670584632.76
1774,248091428.4
1775,621872275.01
1776,1318798.09
1777,73299687.82
1778,322227411.67
1779,71725330.63
1780,40625695.97
1781,48038539.58
1782,40491944.25
1783,124857862.11
1784,150957271.23
1785,26711084.51
1786,117353873.44
1787,729452.82
1788,136185743.77
1789,203608562.91
1790,157259644.78
1791,150341935.27
1792,68663015.79
1793,99815790.4
1794,41412534.12
1795,450105597.39
1796,257560682.61
1797,380281447.02
1798,243787406.31
1799,286950391.44
1800,326601382.37
1801,40674044.94
1802,23435577.42
1803,8051276.63
1804,129262489.27
1805,89203566.66
1806,195496726.68
1807,194638375.42
1808,66241439.39
1809,6084873.18
1810,52844510.62
1811,12009634.9
1812,64831649.26
1813,4923805.25
1814,18703717.85
1815,53683408.77
1816,25675771.16
1817,67194097.2
1818,86138070.97
1819,58669882.54
1820,46852073.55
1821,117850971.52
1822,196263649.66
1823,98384527.57
1824,665603.49
1825,7580701.5
1826,30274876.31
1827,18898465.15
1828,12392975.98
1829,39111967.47
1830,16754267.42
1831,1390344.67
1832,1989919.85
1833,30430393.89
1834,20306903.63
1835,6600347.16
1836,118233345.82
1837,31344077.27
1838,107129500.21
1839,1627085.52
1840,25447311.58
1841,17979198.6
1842,355485987.82
1843,96623304.2
1844,598510410.95
1845,29448416.24
1846,7903990.9
1847,33707868.82
1848,26337311.75
1849,87136379.35
1850,11599644.58
1851,58455831.48
1852,7311896.27
1853,36303233.87
1854,36559004.61
1855,90071689.39
1856,15337835.16
1857,13340635.82
1858,2465148.87
1859,175065949.17
1860,46498499.21
1861,28715834.31
1862,12983806.24
1863,15010904.95
1864,3923997.82
1865,72535045.03
1866,19081549.61
1867,32432783.52
1868,52476986.07
1869,388327.04
1870,5876477.65
1871,686079.19
1872,18432085.49
1873,40615538.01
1874,60731481.55
1875,44833695.91
1876,91020239.19
1877,3712969.4
1878,9523135.73
1879,7856732.28
1880,26964214.02
1881,10085979.76
1882,448986781.85
1883,1675015.72
1884,146586895.64
1885,23918964.85
1886,11029320.74
1887,232259.87
1888,80051163.38
1889,90742779.35
1890,37827771.56
1891,5322971.13
1892,36918839.27
1893,20102163.43
1894,39028023.75
1895,16066752.28
1896,57124739.89
1897,8117504.55
1898,11780479.16
1899,15333131.58
1900,24114576.57
1901,4786884.91
1902,5491522.31
1903,120348251.43
1904,39640174.81
1905,14311307.2
1906,154719257.51
1907,29060422.75
1908,31052770.41
1909,1569533.19
1910,43698079.75
1911,585281500.2
1912,7830763.95
1913,98464018.54
1914,2264810.04
1915,31523396.06
1916,31822014.19
1917,8689866.64
1918,510516179.67
1919,1997688.15
1920,408664.0
1921,381255.53
1922,59417991.45
1923,6267492.88
1924,17400260.82
1925,219242323.35
1926,92753250.96
1927,23857916.79
1928,32733645.49
1929,832044.1
1930,3005096.23
1931,125378002.46
1932,18022521.83
1933,80258703.02
1934,140546484.07
1935,156718094.68
1936,1503012.97
1937,28233702.75
1938,61170714.98
1939,151190.45
1940,49008670.51
1941,228879238.33
1942,480815262.65
1943,211767610.87
1944,34849327.06
1945,59060409.38
1946,210277333.77
1947,398070504.72
1948,18822679.73
1949,18936197.97
1950,1456248.43
1951,517695.61
1952,85985054.24
1953,118358612.71
1954,46774133.72
1955,19395685.06
1956,27262942.51
1957,1176996.22
1958,980065.53
1959,6333003.13
1960,81977257.69
1961,22173451.51
1962,356492.11
1963,10714870.3
1964,37451542.87
1965,23522484.58
1966,2307952.23
1967,32697451.33
1968,55681731.38
1969,347548.38
1970,11574809.04
1971,7297751.73
1972,145183839.57
1973,3325808.07
1974,3491126.34
1975,7251300.63
1976,49695040.95
1977,480404641.98
1978,56321046.41
1979,64182931.78
1980,40972010.49
1981,21688921.0
1982,138461313.64
1983,33481223.04
1984,84141239.08
1985,50725962.99
1986,23938448.18
1987,107308532.37
1988,21436718.97
1989,110427883.43
1990,35697026.69
1991,123973376.04
1992,199852145.04
1993,33194141.03
1994,27849136.4
1995,10128705.72
1996,217834448.47
1997,504407182.03
1998,103213407.81
1999,38266766.68
2000,49480712.13
2001,4397866.16
2002,69653009.12
2003,1758828.07
2004,75099196.18
2005,779126239.38
2006,100641154.19
2007,678981.71
2008,195287944.05
2009,14160820.89
2010,1351769276.4
2011,2803607.84
2012,20464175.72
2013,198028512.04
2014,368007489.14
2015,35704977.05
2016,5087794.99
2017,94891621.19
2018,63073162.72
2019,49523080.07
2020,80639464.3
2021,199123999.88
2022,20215438.09
2023,106830178.62
2024,30104986.72
2025,166471372.67
2026,127017168.5
2027,59215606.74
2028,92014438.1
2029,281557598.18
2030,98898622.52
2031,13632218.28
2032,26671042.73
2033,40607159.88
2034,648605.39
2035,43129558.98
2036,112042858.39
2037,1206265720.51
2038,51660001.5
2039,434047635.31
2040,74542561.42
2041,121425317.56
2042,239475627.79
2043,1026337.66
2044,74815615.77
2045,121480994.13
2046,128109707.83
2047,62169773.11
2048,288006941.22
2049,2490001.04
2050,38048850.46
2051,235918751.95
2052,1872563.49
2053,26458305.98
2054,13088909.79
2055,14472169.57
2056,200333842.6
2057,25150499.76
2058,107771298.87
2059,515115486.59
2060,10345773.34
2061,35235929.02
2062,102742475.3
2063,75164380.67
2064,56181025.56
2065,43559971.11
2066,26255532.38
2067,8740381.78
2068,2533234.04
2069,72183392.67
2070,106813449.96
2071,27569656.66
2072,27071439.92
2073,90914298.86
2074,55005065.25
2075,83318214.28
2076,43998258.62
2077,139331176.71
2078,149712271.45
2079,25599623.87
2080,75434577.63
2081,34850177.2
2082,71300874.95
2083,61975374.51
2084,2871034.07
2085,152126377.54
2086,77264718.81
2087,156250749.63
2088,57142753.57
2089,35316225.95
2090,24420027.17
2091,34726145.53
2092,3415588.6
2093,2803544.56
2094,1934075.59
2095,17848513.34
2096,10365021.39
2097,47401894.33
2098,46986773.61
2099,56434024.44
2100,168597890.45
2101,522272853.11
2102,140339716.21
2103,105940352.74
2104,13861933.27
2105,42411510.72
2106,130876954.92
2107,196728176.27
2108,512570788.2
2109,13976123.07
2110,301342400.29
2111,211235549.37
2112,52864452.32
2113,267635038.31
2114,103017736.93
2115,7593481.2
2116,86916862.74
2117,52158834.98
2118,113241859.93
2119,129371034.92
2120,18149251.98
2121,93614585.87
2122,5048661.42
2123,976382.55
2124,502495546.3
2125,72860212.0
2126,73923765.81
2127,14873761.12
2128,77285604.32
2129,225303128.16
2130,21740990.8
2131,1836932.63
2132,23466967.21
2133,22992756.55
2134,922151.11
2135,2971031.59
2136,51731821.58
2137,9983253.43
2138,121956457.41
2139,24452752.16
2140,1119760153.28
2141,11278748.29
2142,62621194.74
2143,162351655.11
2144,1814939.01
2145,5584774.06
2146,175791111.82
2147,884949256.54
2148,577163.87
2149,1209584.71
2150,70590606.64
2151,167020006.12
2152,16565013.65
2153,263005306.83
2154,56695322.21
2155,25079373.91
2156,5160356.26
2157,291669102.36
2158,375635221.35
2159,105785728.78
2160,88128243.46
2161,8722320.94
2162,44725536.85
2163,5601816.04
2164,198646037.23
2165,488362597.74
2166,233392728.52
2167,5796115.11
2168,602076113.2
2169,15550896.02
2170,45082309.26
2171,58681501.5
2172,246654659.37
2173,29429972.95
2174,128947355.63
2175,51326718.89
2176,47925516.55
2177,231603844.1
2178,404258822.04
2179,1954737.2
2180,3940021.18
2181,48265060.4
2182,556328335.1
2183,163149629.56
2184,22970207.59
2185,35702652.89
2186,378084957.71
2187,26142475.4
2188,9680738.85
2189,70647148.69
2190,71165837.4
2191,23071132.13
2192,26676673.24
2193,16895880.63
2194,110808958.37
2195,325939298.18
2196,6126867.53
2197,415066.96
2198,138962731.18
2199,74542561.42
2200,28655868.03
2201,25758187.85
2202,30571184.96
2203,46892946.81
2204,103269295.37
2205,59862913.16
2206,6510355.69
2207,13644201.3
2208,37033058.73
2209,39336927.56
2210,101108803.51
2211,27208741.74
2212,28833854.16
2213,8341789.18
2214,77662317.92
2215,27150914.05
2216,40721731.7
2217,9425768.15
2218,12679593.5
2219,246138114.22
2220,13642276.05
2221,339595.72
2222,285076355.15
2223,1053694.65
2224,4347262.03
2225,1221353.62
2226,2238527.74
2227,1396952.78
2228,414152.89
2229,12171984.08
2230,825212.54
2231,37287764.07
2232,16612019.95
2233,26107125.03
2234,48464482.56
2235,3739653.38
2236,23166270.55
2237,815786.59
2238,14607501.43
2239,2810022.29
2240,136922.2
2241,27044004.74
2242,958969213.22
2243,159703456.09
2244,11196931.67
2245,42109453.15
2246,66847427.2
2247,109796754.71
2248,26965850.75
2249,18585128.6
2250,32359020.9
2251,25797131.9
2252,42008041.38
2253,582910.01
2254,87619259.74
2255,33726315.89
2256,48538531.34
2257,31657908.78
2258,3775219.1
2259,1528251.84
2260,5810321.07
2261,7943061.0
2262,80671597.29
2263,24731161.03
2264,3043917.85
2265,70863559.18
2266,93141876.75
2267,87598907.73
2268,4211985.02
2269,76719157.66
2270,1718066.5
2271,306574055.92
2272,180144523.43
2273,45734492.92
2274,235553364.81
2275,155342.04
2276,22946749.7
2277,292985186.37
2278,39556971.13
2279,1194682503.66
2280,5785939.6
2281,5053613.19
2282,27130282.43
2283,27553363.83
2284,38361284.9
2285,96025664.17
2286,1185321.72
2287,98601388.3
2288,11595315.82
2289,5470324.84
2290,588656455.47
2291,45687748.84
2292,37712131.99
2293,32477927.11
2294,14934715.47
2295,40885412.3
2296,149324485.79
2297,99326582.79
2298,63226560.02
2299,74953970.97
2300,25334731.59
2301,44698873.42
2302,7303705.07
2303,74030477.23
2304,20774377.46
2305,4409924.83
2306,177049079.92
2307,2133683.42
2308,78477083.77
2309,47806392.86
2310,211094727.06
2311,91728655.21
2312,144223056.34
2313,1262272030.33
2314,17798295.44
2315,31843518.79
2316,264058014.87
2317,127216781.62
2318,17216282.42
2319,22522882.55
2320,2702932.73
2321,18221515.01
2322,103531335.3
2323,479833848.02
2324,418051339.53
2325,56686269.65
2326,163625517.91
2327,44988631.68
2328,805954.52
2329,135332572.81
2330,23227893.25
2331,66754183.72
2332,30464304.0
2333,11099123.32
2334,19643184.04
2335,31327250.12
2336,120490778.03
2337,134835492.28
2338,204785.74
2339,15520006.77
2340,179552873.58
2341,16917907.24
2342,16397687.29
2343,35561390.31
2344,18393316.31
2345,14196107.01
2346,20574804.4
2347,51376020.66
2348,42914159.9
2349,23003324.76
2350,236342724.52
2351,117688695.76
2352,238752205.5
2353,180789988.98
2354,552353.39
2355,198987212.32
2356,17659418.88
2357,24118191.93
2358,127635125.73
2359,14688040.58
2360,52798428.4
2361,3088651.19
2362,12588101.72
2363,17220800.76
2364,51907297.56
2365,115998935.63
2366,75270832.61
2367,2531582.48
2368,176786442.11
2369,114102971.24
2370,104355383.28
2371,118682410.01
2372,56071369.66
2373,82825068.24
2374,133696830.65
2375,11700841.73
2376,100888803.36
2377,20805239.45
2378,298170245.68
2379,9642150.75
2380,57019948.64
2381,98880540.78
2382,3837582.66
2383,59096428.53
2384,133324800.51
2385,278688.14
2386,260826099.52
2387,22706507.08
2388,22424920.81
2389,8163047.76
2390,24984203.77
2391,19689591.74
2392,74940009.31
2393,7197054.93
2394,6534574.77
2395,21068863.44
2396,79082014.11
2397,22416258.03
2398,17212322.63
2399,37971184.95
2400,120268429.53
2401,73998183.28
2402,543264788.1
2403,632302.91
2404,219103751.49
2405,212613.22
2406,32355099.29
2407,97319455.19
2408,984164444.3
2409,27046820.61
2410,645680406.09
2411,27236591.47
2412,1252972075.39
2413,234608816.88
2414,38176128.67
2415,4154632.03
2416,314930965.49
2417,55164398.17
2418,208681926.95
2419,42408491.42
2420,31879083.42
2421,6965375.77
2422,11075941.72
2423,12385590.67
2424,1677369.41
2425,21310121.56
2426,20717707.56
2427,52322918.66
2428,6558655.2
2429,68146231.99
2430,20478646.22
2431,3004428.98
2432,112724190.34
2433,345344839.74
2434,1296510.23
2435,30624906.49
2436,34938056.77
2437,55873791.04
2438,326936309.51
2439,166445702.45
2440,35028486.76
2441,579625922.8
2442,29902465.64
2443,872785023.35
2444,238866113.32
2445,364217683.64
2446,213972597.69
2447,10477943.4
2448,208539264.24
2449,197654365.1
2450,262513222.69
2451,2169471.87
2452,2251048.19
2453,32777608.39
2454,9469034.68
2455,32790216.17
2456,1744554.1
2457,308399903.15
2458,9682030.11
2459,28558562.06
2460,155424154.17
2461,17311488.9
2462,153112957.76
2463,91002992.77
2464,49428975.68
2465,7999619.9
2466,78343857.35
2467,197123662.42
2468,22015603.36
2469,42683283.37
2470,80784223.17
2471,4095577.92
2472,14756019.32
2473,367201014.41
2474,37101670.96
2475,9011730.42
2476,41412534.12
2477,252792590.54
2478,91122763.42
2479,87098218.31
2480,145709021.36
2481,130988624.89
2482,783777.88
2483,2232833.65
2484,84082623.01
2485,15404466.31
2486,989891.81
2487,40711584.35
2488,87364512.96
2489,130829674.88
2490,159528851.76
2491,20046954.77
2492,85529190.16
2493,77454143.41
2494,221990879.4
2495,25082088.6
2496,98511773.4
2497,298974.05
2498,22780630.42
2499,861092.48
2500,28493657.52
2501,40292099.08
2502,25746230.64
2503,107819072.06
2504,78454331.38
2505,4039794.14
2506,12960907.33
2507,5218485.18
2508,81944020.97
2509,41412534.12
2510,304052132.35
2511,257168640.03
2512,200637030.71
2513,14844864.66
2514,103496592.52
2515,88396062.91
2516,37718650.93
2517,147982919.19
2518,113579730.72
2519,314965549.86
2520,7194872.05
2521,90472453.87
2522,15263022.38
2523,7946147.38
2524,18718059.1
2525,50698886.33
2526,6501816.89
2527,11138215.81
2528,304115.63
2529,206204.73
2530,1850254.02
2531,204246.75
2532,68753986.39
2533,2349996.59
2534,95527718.44
2535,2132130.76
2536,36440443.45
2537,73946360.72
2538,174931035.54
2539,11565621.15
2540,295984.54
2541,208961167.95
2542,18412358.42
2543,159817943.85
2544,241109726.68
2545,106803258.31
2546,142670130.66
2547,13324733.86
2548,2091873.95
2549,69658357.44
2550,294041188.6
2551,13340752.85
2552,1020229.96
2553,681247.04
2554,426514.07
2555,3923803.67
2556,566285480.41
2557,231048910.36
2558,326365059.52
2559,91294206.16
2560,282499162.89
2561,10404650.41
2562,188666670.88
2563,80518487.23
2564,101919408.9
2565,242896927.93
2566,58543234.88
2567,13159263.61
2568,91697771.85
2569,2352799.07
2570,49945113.84
2571,85714767.54
2572,195819210.59
2573,74542561.42
2574,39808803.42
2575,108188949.49
2576,89647658.99
2577,118059631.26
2578,27998508.8
2579,30989330.68
2580,378879655.47
2581,107106758.98
2582,12728611.88
2583,28852014.18
2584,39291648.4
2585,34617654.51
2586,76978414.3
2587,415172487.14
2588,39952737.22
2589,944304.48
2590,44890889.41
2591,75701266.12
2592,8126551.82
2593,29351720.44
2594,239292073.22
2595,19084152.01
2596,39426480.34
2597,9554935.82
2598,27315530.4
2599,28816932.33
2600,137470715.55
2601,42616786.89
2602,10568478.71
2603,21534517.74
2604,72837852.44
2605,25122264.09
2606,91107575.07
2607,74641951.5
2608,9141874.88
2609,97750111.17
2610,298086031.95
2611,18892398.07
2612,23605144.45
2613,64140771.64
2614,91049104.43
2615,143737770.07
2616,107227153.52
2617,14519574.73
2618,7935967.51
2619,83475144.4
2620,608619185.88
2621,163786369.39
2622,355408944.6
2623,45075333.42
2624,41928658.88
2625,1490889786.12
2626,128639724.22
2627,22575823.42
2628,80452856.25
2629,253452578.22
2630,230535896.12
2631,128276962.34
2632,3040151.29
2633,223162058.65
2634,60404399.95
2635,131859649.61
2636,2047412.07
2637,5571284.9
2638,38314988.97
2639,28651974.19
2640,30231149.91
2641,24649827.97
2642,1772876.77
2643,123166973.53
2644,124661064.93
2645,22035583.93
2646,18502461.6
2647,8835660.14
2648,1092546.9
2649,84443830.96
2650,21675809.03
2651,83633133.79
2652,20148549.92
2653,266923.61
2654,53734406.35
2655,6130767.34
2656,3314659.23
2657,45450460.04
2658,254981746.16
2659,18168221.12
2660,437572017.75
2661,54339066.42
2662,8583550.11
2663,38063809.22
2664,26988693.92
2665,794080283.2
2666,6490798.14
2667,35927678.03
2668,140289098.81
2669,220962878.54
2670,37399276.68
2671,39465506.94
2672,120576216.83
2673,10528110.39
2674,12256655.53
2675,18803440.96
2676,132830954.49
2677,93771543.63
2678,84963074.83
2679,6470887.84
2680,46845956.16
2681,7686455.26
2682,235494967.69
2683,8775024.8
2684,128889236.93
2685,134900937.79
2686,74261163.34
2687,458125.67
2688,40462595.79
2689,35543226.79
2690,33943143.77
2691,1016263587.34
2692,84561668.11
2693,4279480.39
2694,232819925.01
2695,15964266.84
2696,24168702.07
2697,14717577.6
2698,197461909.48
2699,3331183.46
2700,125173459.37
2701,169086071.88
2702,39080475.62
2703,38952880.2
2704,167462815.29
2705,381264.01
2706,389653157.02
2707,645503726.98
2708,10523401.77
2709,490376.43
2710,8743634.59
2711,28027945.88
2712,496621721.16
2713,21700937.14
2714,819480939.59
2715,461444998.58
2716,393766398.79
2717,32807217.12
2718,5467351.3
2719,20765427.0
2720,36530288.79
2721,20259890.39
2722,543714.77
2723,25705792.31
2724,64932478.07
2725,3983197.01
2726,174633402.62
2727,176417395.36
2728,39740012.43
2729,68753727.69
2730,81031267.19
2731,16175593.31
2732,857122.82
2733,22491416.64
2734,32230480.03
2735,5988750.35
2736,52030683.31
2737,75940372.12
2738,19266329.23
2739,217820055.48
2740,60698210.36
2741,31563448.93
2742,343989.33
2743,29036865.83
2744,94839840.04
2745,16626084.72
2746,610146.42
2747,205250871.12
2748,25008560.22
2749,2820217.1
2750,2522717.3
2751,222513.52
2752,36430106.0
2753,10129945.2
2754,1604074.32
2755,16554057.37
2756,29835610.74
2757,90574362.74
2758,196242.84
2759,31374135.85
2760,12566358.49
2761,140321361.45
2762,252507591.47
2763,2422374.22
2764,21617342.81
2765,293048675.42
2766,161351857.76
2767,43959325.78
2768,180144523.43
2769,145194768.28
2770,1193702424.91
2771,706318667.73
2772,64521337.03
2773,19235404.26
2774,473993.32
2775,1415423.85
2776,1024953126.96
2777,27445471.55
2778,150241758.05
2779,260590083.95
2780,59848841.7
2781,25651383.27
2782,68610514.7
2783,5799965.14
2784,36202837.33
2785,44021161.78
2786,208774.58
2787,98655279.46
2788,13887917.53
2789,874298.94
2790,64603553.23
2791,37082738.26
2792,264384730.38
2793,118625444.26
2794,13072003.73
2795,91107575.07
2796,93668723.18
2797,654196.46
2798,217658286.76
2799,284744371.86
2800,146755720.24
2801,150021787.61
2802,80682539.41
2803,200545245.97
2804,504494.05
2805,35194641.85
2806,186271014.21
2807,57589492.22
2808,86343500.4
2809,626543.67
2810,22768816.25
2811,67787219.16
2812,33346825.41
2813,1017117156.32
2814,20754097.54
2815,16248617.49
2816,264176131.33
2817,117540848.23
2818,90929233.14
2819,450617195.28
2820,20434235.3
2821,405197807.88
2822,374395409.66
2823,106546726.86
2824,2010125.5
2825,107041703.93
2826,18462630.87
2827,2334502.09
2828,7399579.68
2829,19799500.37
2830,58196094.57
2831,250782.38
2832,36704526.5
2833,333124093.14
2834,34755447.53
2835,282599270.76
2836,28595264.29
2837,447642.11
2838,31063645.53
2839,123478283.88
2840,222150448.21
2841,37855318.5
2842,2644183.44
2843,90362396.33
2844,101223706.7
2845,11750432.46
2846,15620398.03
2847,92129619.19
2848,16870491.04
2849,20924406.45
2850,21549798.14
2851,16872122.29
2852,2020542.76
2853,481971.76
2854,22567169.26
2855,6446043.6
2856,11821441.17
2857,73221418.11
2858,167919569.56
2859,28290907.66
2860,75214743.19
2861,53871380.16
2862,152581439.5
2863,2484070.8
2864,38983022.58
2865,137333754.27
2866,96589872.96
2867,33130027.3
2868,32722274.46
2869,59524184.33
2870,12562675.32
2871,476623839.75
2872,96735015.38
2873,19294020.13
2874,551223.83
2875,1007935.27
2876,220780819.99
2877,66064092.82
2878,6460031.14
2879,26658835.71
2880,79493651.25
2881,1548352.73
2882,711206.7
2883,19198130.86
2884,238100509.91
2885,142104432.42
2886,10645584.81
2887,186350.15
2888,134849298.51
2889,161867863.58
2890,819441396.5
2891,396944135.53
2892,32222175.89
2893,79612881.5
2894,52172668.36
2895,151531472.05
2896,450898774.16
2897,181892173.53
2898,217107896.07
2899,149894347.92
2900,470744163.47
2901,167284370.92
2902,82825068.24
2903,58805798.45
2904,226217.71
2905,17862002.99
2906,33468616.3
2907,3356593.13
2908,1137726.55
2909,182215150.14
2910,18221515.01
2911,7868381.48
2912,75967152.59
2913,44419084.1
2914,23530601.89
2915,24847520.47
2916,24483090.17
2917,66260054.59
2918,106016087.35
2919,64831649.26
2920,2754494.68
2921,53742576.02
2922,23500864.92
2923,44064121.73
2924,6312689.79
2925,92035902.18
2926,9107526.5
2927,56851202.28
2928,94002979.58
2929,219981562.71
2930,125629864.22
2931,48532225.68
2932,148183079.21
2933,104134856.41
2934,1709184.89
2935,6139015.04
2936,15930287.26
2937,3352682.16
2938,72479889.47
2939,10582471.97
2940,29216461.34
2941,14262838.54
2942,1145314.42
2943,96045071.91
2944,27527915.49
2945,3532003.22
2946,30575255.31
2947,735211.58
2948,15507947.33
2949,4401459.1
2950,384714.71
2951,46352379.9
2952,88942810.96
2953,17340452.51
2954,45171534.17
2955,531744.06
2956,466173.26
2957,8286212.99
2958,6753666.5
2959,71404285.81
2960,3150215.15
2961,6385169.11
2962,8449134.9
2963,11777912.42
2964,37769786.27
2965,5035594.19
2966,11772624.54
2967,2593015.36
2968,3198187.4
2969,5429819.44
2970,3154833.32
2971,50646496.67
2972,178370.5
2973,2253276.94
2974,344352.85
2975,138713.14
2976,17854782.99
2977,5674389.15
2978,139639.47
2979,7517873.58
2980,271321158.03
2981,212225.59
2982,614240.92
2983,26516499.94
2984,8264081.81
2985,71428837.59
2986,204519692.53
2987,70944248.31
2988,15378379.16
2989,27264244.84
2990,783755.0
2991,202645276.1
2992,5421954.13
2993,5996130.24
2994,473845.37
2995,4561600.39
2996,164898.67
2997,4108613.43
2998,12977300.8
2999,9313856.76
3000,281300703.64
3001,49313743.04
3002,596155213.57
3003,45171911.61
3004,6071306.89
3005,670463082.51
3006,4591318.41
3007,2389458.49
3008,114464834.07
3009,18804574.91
3010,5032560.99
3011,66260054.59
3012,2577161.57
3013,135517424.17
3014,3094275.15
3015,36399169.26
3016,71143649.26
3017,117698219.83
3018,96231811.71
3019,1564622.76
3020,122902232.74
3021,153937173.46
3022,84336858.18
3023,59211567.25
3024,3871821.13
3025,12302309.89
3026,332767.49
3027,717786.0
3028,462019824.45
3029,820389.88
3030,289794077.11
3031,40974931.33
3032,9672668.83
3033,95248828.48
3034,10426834.66
3035,14679980.96
3036,24217920.68
3037,141840150.19
3038,119522692.74
3039,97832021.38
3040,327212827.96
3041,360545.1
3042,11168548.09
3043,388360.0
3044,77514862.44
3045,34699131.55
3046,26065979.28
3047,86499511.4
3048,26996237.59
3049,8829776.23
3050,14018021.06
3051,21739493.36
3052,554144.88
3053,894033.07
3054,199234142.82
3055,45626256.95
3056,50569941.78
3057,702213.47
3058,2915690.87
3059,260870936.04
3060,16565013.65
3061,131135681.45
3062,64663438.15
3063,31558511.72
3064,2123338.27
3065,592738.37
3066,53829100.18
3067,89208172.01
3068,265643094.63
3069,1978994.25
3070,19801894.41
3071,43673658.48
3072,63850681.55
3073,1066874226.28
3074,70376588.03
3075,194233763.57
3076,2043435.63
3077,668592092.62
3078,4836379.2
3079,315662.98
3080,18077743.1
3081,136233451.26
3082,49017299.1
3083,16833966.17
3084,87139733.84
3085,26443943.17
3086,156532.2
3087,248475204.73
3088,469699126.14
3089,82842161.12
3090,58703940.97
3091,164959049.84
3092,27829222.93
3093,90168823.2
3094,742719402.5
3095,21097769.18
3096,31972454.57
3097,414925861.1
3098,2196770.6
3099,357938488.13
3100,29575921.19
3101,10747715.33
3102,42992328.99
3103,2421158.09
3104,108406740.65
3105,96562087.1
3106,73307203.67
3107,48786858.04
3108,57413021.9
3109,228599.05
3110,179485.9
3111,139074807.18
3112,28115467.02
3113,115441838.58
3114,115943716.3
3115,12760445.83
3116,755897.77
3117,137374788.28
3118,72662673.57
3119,3894153.68
3120,24447869.73
3121,132187306.91
3122,18837222.1
3123,1313091.23
3124,103507723.24
3125,106897834.07
3126,129097342.93
3127,30284034.48
3128,12611299.32
3129,3386296.45
3130,2408872.72
3131,4116488.2
3132,32407041.07
3133,70272270.32
3134,28798703.32
3135,23393024.82
3136,65649165.41
3137,23368667.46
3138,15541673.97
3139,181012744.37
3140,280383707.98
3141,147096929.44
3142,3959165.23
3143,76238615.07
3144,19368382.38
3145,61608635.33
3146,55771714.97
3147,1088210.46
3148,241556430.86
3149,19812667.72
3150,34655680.9
3151,7827723.92
3152,104269864.29
3153,80067440.33
3154,13929776.38
3155,38315230.2
3156,223470940.89
3157,65311390.52
3158,31660110.2
3159,68530979.71
3160,14544890.87
3161,10470594.85
3162,178732893.14
3163,15667706.96
3164,191943341.5
3165,35266750.66
3166,121611107.82
3167,394658948.46
3168,3696709.15
3169,58292160.15
3170,63783399.45
3171,117983737.96
3172,72144640.86
3173,152058379.08
3174,34846180.71
3175,1124511837.75
3176,234008045.94
3177,39751256.72
3178,80732884.25
3179,8606523.33
3180,90406610.66
3181,928419.05
3182,107071966.77
3183,4213619.76
3184,939862168.09
3185,203638628.89
3186,225880.56
3187,21710569.19
3188,15107126.06
3189,163619485.07
3190,16756664.23
3191,111624617.82
3192,162142076.39
3193,50761169.04
3194,47308521.8
3195,23301414.21
3196,38327159.11
3197,3019153.65
3198,101138338.67
3199,7949908.09
3200,34045793.88
3201,51855937.79
3202,46691327.04
3203,64079964.12
3204,135381641.48
3205,816854.18
3206,1403152.98
3207,13081618.9
3208,21274963.68
3209,168112125.96
3210,153742628.32
3211,143137221.04
3212,13861501.79
3213,14708549.38
3214,3082426.82
3215,12190707.13
3216,84913632.76
3217,100678276.19
3218,259653.34
3219,17820088.93
3220,138351.16
3221,146464997.98
3222,59031060.89
3223,69589023.91
3224,37778928.55
3225,46399437.86
3226,36365388.53
3227,79843127.01
