,Unnamed: 0,id,title,month,year,adjusted_budget,director,actor1,actor2,actor3,original_language,production_companies,production_countries,runtime,popularity,vote_average,vote_count,adjusted_revenue,prod_company,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,high_prod,director_gender_1.0,director_gender_2.0,actor1_gender_1.0,actor1_gender_2.0,actor2_gender_1.0,actor2_gender_2.0,actor3_gender_1.0,actor3_gender_2.0,director_noms,director_wins,prev_yr_gross_per_movie,prod_company_dom_box_office,prod_company_dom_box_office_per_movie,star_power,R_rated,PG_rated,PG13_rated,G_rated
1305,1305,9647.0,Scrooged,11,1988,0.0,Richard Donner,Bill Murray,Karen Allen,John Forsythe,en,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",101.0,11.465634,6.7,395.0,125044669.59,Paramount Pictures,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,1,16,9,8355402.75049,9417295007,91430048,0,0,0,1,0
1306,1306,24276.0,Matewan,8,1987,8623380.24,John Sayles,Chris Cooper,James Earl Jones,Mary McDonnell,en,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",132.0,3.3501260000000004,7.2,33.0,3622591.49,none,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,1,0,55,26,8376940.13304,0,0,0,0,0,0,0
1307,1307,11393.0,The Natural,5,1984,66057250.55,Barry Levinson,Robert Redford,Glenn Close,Kim Basinger,en,"[{'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",137.0,12.319855,7.0,162.0,113127710.39,TriStar Pictures,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,1,0,66,29,7608080.80808,1643337362,45648260,0,0,0,0,0
1308,1308,293.0,A River Runs Through It,10,1992,0.0,Robert Redford,Brad Pitt,Craig Sheffer,Tom Skerritt,en,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",123.0,12.583826,7.0,241.0,75885972.88,Columbia Pictures,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,84,37,10487336.2445,14250727779,85847757,0,0,0,0,0
1309,1309,10998.0,Fatal Attraction,9,1987,30181830.83,Adrian Lyne,Michael Douglas,Glenn Close,Anne Archer,en,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",119.0,14.260779,6.6,305.0,690184510.6,Paramount Pictures,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,1,0,1,0,9,5,8376940.13304,9417295007,91430048,185,1,0,0,0
1310,1310,36094.0,Stanley & Iris,2,1990,43148800.93,Martin Ritt,Jane Fonda,Robert De Niro,Swoosie Kurtz,en,"[{'name': 'Star Partners II Ltd.', 'id': 206}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",104.0,1.914881,5.7,26.0,10918550.81,Star Partners II Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,1,0,16,3,10026693.2271,0,0,0,1,0,0,0
1311,1311,9013.0,Midnight Run,7,1988,62182404.32,Martin Brest,Robert De Niro,Charles Grodin,Yaphet Kotto,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'City Light Films', 'id': 136}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",126.0,5.564321,7.2,241.0,79621679.32,Universal Pictures,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,0,7,2,8355402.75049,14174036096,80079299,0,1,0,0,0
1312,1312,11005.0,Awakenings,12,1990,0.0,Penny Marshall,Robert De Niro,Robin Williams,John Heard,en,"[{'name': 'Parkes/Lasker productions', 'id': 67713}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",120.0,13.201595,7.6,568.0,97734801.26,Parkes/Lasker productions,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,1,20,14,10026693.2271,0,0,187,0,0,1,0
1313,1313,2924.0,Backdraft,5,1991,134986003.15,Ron Howard,Kurt Russell,William Baldwin,Robert De Niro,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Trilogy Entertainment Group', 'id': 2231}, {'name': 'Imagine Films Entertainment', 'id': 11262}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",137.0,9.883727,6.4,360.0,274235017.26,Universal Pictures,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,106,38,12248292.6829,14174036096,80079299,155,1,0,0,0
1314,1314,177.0,The Fisher King,9,1991,43195521.01,Terry Gilliam,Jeff Bridges,Robin Williams,Mercedes Ruehl,en,"[{'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",137.0,11.184385,7.2,346.0,75404065.07,TriStar Pictures,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,0,47,21,12248292.6829,1643337362,45648260,226,1,0,0,0
1315,1315,38557.0,The River,12,1984,42465375.35,Mark Rydell,Mel Gibson,Sissy Spacek,Scott Glenn,en,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",122.0,6.3033839999999985,6.5,21.0,27130656.47,Universal Pictures,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,1,15,5,7608080.80808,14174036096,80079299,72,1,0,0,0
1316,1316,34760.0,"'night, Mother",9,1986,0.0,Tom Moore,Sissy Spacek,Anne Bancroft,Ed Berke,en,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",96.0,0.798428,5.8,6.0,988529.71,none,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,1,1,1,7977021.2766,0,0,0,1,0,0,0
1317,1317,9946.0,End of Days,11,1999,147152683.92,Peter Hyams,Arnold Schwarzenegger,Gabriel Byrne,Kevin Pollak,en,"[{'name': 'Beacon Communications', 'id': 919}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",121.0,9.62371,5.5,488.0,311947566.39,Beacon Communications,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,0,1,8,1,13652259.332,0,0,166,1,0,0,0
1318,1318,863.0,Toy Story 2,10,1999,132437415.53,John Lasseter,Tom Hanks,Tim Allen,Joan Cusack,en,"[{'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",92.0,17.547693,7.3,3914.0,731888696.67,Pixar Animation Studios,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,0,65,36,13652259.332,4939873843,235232087,338,0,0,0,1
1319,1319,31582.0,Flawless,11,1999,0.0,Joel Schumacher,Robert De Niro,Philip Seymour Hoffman,Barry Miller,en,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",112.0,8.608461,5.9,56.0,6604990.89,Metro-Goldwyn-Mayer (MGM),0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,18,9,13652259.332,3174157864,62238389,0,1,0,0,0
1320,1320,22267.0,Ride with the Devil,11,1999,55918019.89,Ang Lee,Tobey Maguire,Skeet Ulrich,Jeffrey Wright,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Good Machine', 'id': 10565}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",138.0,7.0593080000000015,6.6,49.0,934560.81,Universal Pictures,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,1,0,1,0,1,0,1,179,95,13652259.332,14174036096,80079299,0,1,0,0,0
1321,1321,55123.0,Tumbleweeds,11,1999,459116.37,Gavin O'Connor,Janet McTeer,Kimberly J. Brown,Jennifer Paige,en,"[{'name': 'Fine Line Features', 'id': 8}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",102.0,0.8888799999999999,6.2,11.0,1885284.87,Fine Line Features,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1,0,1,0,5,3,13652259.332,0,0,0,0,0,1,0
1322,1322,10411.0,The Distinguished Gentleman,12,1992,0.0,Jonathan Lynn,Eddie Murphy,Lane Smith,Sheryl Lee Ralph,en,"[{'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",112.0,9.64078,5.7,78.0,81116682.13,Hollywood Pictures,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,0,7,6,10487336.2445,720564052,80062672,167,0,0,1,0
1323,1323,20024.0,The End of the Affair,12,1999,33845117.3,Neil Jordan,Ralph Fiennes,Stephen Rea,Julianne Moore,en,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",102.0,6.200344,6.6,56.0,15933421.85,Columbia Pictures Corporation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,77,37,13652259.332,0,0,82,0,0,1,0
1324,1324,9586.0,The Bonfire of the Vanities,12,1990,88173636.68,Brian De Palma,Tom Hanks,Bruce Willis,Melanie Griffith,en,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",125.0,5.507082,5.3,113.0,29437222.61,Warner Bros.,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,0,32,10,10026693.2271,15272696394,82111270,652,0,0,1,0
1325,1325,32331.0,Stealing Home,8,1988,0.0,Steven Kampmann,Jodie Foster,Mark Harmon,Harold Ramis,en,"[{'name': 'The Mount Company', 'id': 1312}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",98.0,7.168975,5.9,15.0,15478245.1,The Mount Company,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,1,1,0,8355402.75049,0,0,0,0,0,0,0
1326,1326,32669.0,The Two Jakes,8,1990,35644661.64,Jack Nicholson,Jack Nicholson,Harvey Keitel,Meg Tilly,en,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",138.0,4.476578,6.2,48.0,18760348.23,Paramount Pictures,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,0,180,85,10026693.2271,9417295007,91430048,90,0,0,0,0
1327,1327,10402.0,Deuce Bigalow: Male Gigolo,12,1999,25015956.27,Mike Mitchell,Rob Schneider,William Forsythe,Eddie Griffin,en,"[{'name': 'Happy Madison Productions', 'id': 2608}, {'name': 'Quinta Communications', 'id': 6370}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",88.0,6.567794,5.4,314.0,96436610.0,Happy Madison Productions,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0,0,13652259.332,0,0,0,1,0,0,0
1328,1328,497.0,The Green Mile,12,1999,88291610.35,Frank Darabont,Tom Hanks,Michael Clarke Duncan,David Morse,en,"[{'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Darkwoods Productions', 'id': 3982}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",189.0,19.96678,8.2,4166.0,418796538.44,Castle Rock Entertainment,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,38,13,13652259.332,1682457870,35796975,228,1,0,0,0
1329,1329,1715.0,The Cider House Rules,12,1999,35316644.14,Lasse Hallström,Tobey Maguire,Charlize Theron,Delroy Lindo,en,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Nina Saxon Film Design', 'id': 1693}, {'name': 'FilmColony', 'id': 1811}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",126.0,9.526781,6.9,285.0,130296479.36,Miramax Films,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,1,29,13,13652259.332,365688790,30474065,0,1,0,0,0
1330,1330,25188.0,The Last Picture Show,10,1971,7871491.63,Peter Bogdanovich,Timothy Bottoms,Jeff Bridges,Cybill Shepherd,en,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'BBS Productions', 'id': 15266}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",118.0,5.961382,7.6,133.0,176400127.51,Columbia Pictures Corporation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,0,27,15,0.0,0,0,0,1,0,0,0
1331,1331,2277.0,Bicentennial Man,12,1999,147152683.92,Chris Columbus,Robin Williams,Sam Neill,Embeth Davidtz,en,"[{'name': 'Laurence Mark Productions', 'id': 415}, {'name': '1492 Pictures', 'id': 436}, {'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Radiant Productions', 'id': 18990}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",131.0,9.369917999999998,6.9,998.0,137882064.83,Laurence Mark Productions,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,0,26,6,13652259.332,0,0,529,0,1,0,0
1332,1332,10137.0,Stuart Little,12,1999,195713069.62,Rob Minkoff,Michael J. Fox,Geena Davis,Hugh Laurie,en,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Global Medien KG', 'id': 5555}, {'name': 'Franklin/Waterman Productions', 'id': 58331}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",84.0,8.3595,5.8,998.0,441657247.94,Columbia Pictures Corporation,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,1,6,1,13652259.332,0,0,0,0,1,0,0
1333,1333,49948.0,Fantasia 2000,12,1999,117722147.14,James Algar,Steve Martin,Itzhak Perlman,Quincy Jones,en,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",74.0,14.972573,7.0,300.0,133724368.76,Walt Disney Pictures,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,13,10,13652259.332,13180557629,117683550,0,0,1,0,0
1334,1334,334.0,Magnolia,12,1999,54446493.05,Paul Thomas Anderson,Julianne Moore,William H. Macy,John C. Reilly,en,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Ghoulardi Film Company', 'id': 178}, {'name': 'The Magnolia Project', 'id': 179}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",188.0,9.091636,7.5,844.0,71298128.52,New Line Cinema,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,1,187,53,13652259.332,4483364687,60586009,0,1,0,0,0
1335,1335,30237.0,Onegin,12,1999,20601375.75,Martha Fiennes,Ralph Fiennes,Liv Tyler,Toby Stephens,en,"[{'name': 'CanWest Global Communications Corporationt', 'id': 5028}, {'name': 'Onegin Productions', 'id': 5029}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",104.0,7.171138000000001,5.8,26.0,303322.88,CanWest Global Communications Corporationt,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,4,2,13652259.332,0,0,222,1,0,0,0
1336,1336,50116.0,Simpatico,9,1999,14715268.39,Matthew Warchus,Nick Nolte,Jeff Bridges,Sharon Stone,en,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Emotion Pictures', 'id': 741}, {'name': 'Canal+', 'id': 5358}, {'name': 'Zeal Pictures', 'id': 19866}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",106.0,3.143748,5.3,6.0,1367940.18,Fine Line Features,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,8,3,13652259.332,0,0,0,1,0,0,0
1337,1337,36492.0,Carnal Knowledge,10,1971,0.0,Mike Nichols,Jack Nicholson,Candice Bergen,Art Garfunkel,en,"[{'name': 'AVCO Embassy Pictures', 'id': 494}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",98.0,2.837238,6.7,34.0,173317530.29,AVCO Embassy Pictures,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,1,53,26,0.0,0,0,0,0,0,0,0
1338,1338,9563.0,Any Given Sunday,12,1999,80933976.16,Oliver Stone,Al Pacino,Cameron Diaz,Dennis Quaid,en,"[{'name': ""Donners' Company"", 'id': 431}, {'name': 'Ixtlan', 'id': 4198}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",163.0,10.571434,6.8,430.0,147492359.4," Company"", ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,1,97,55,13652259.332,0,0,382,1,0,0,0
1339,1339,1850.0,Man on the Moon,12,1999,120665200.82,Miloš Forman,Jim Carrey,Courtney Love,Bob Zmuda,en,"[{'name': 'Mutual Film Company', 'id': 762}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",118.0,13.217419,6.9,444.0,69801036.85,Mutual Film Company,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,1,65,44,13652259.332,560484182,112096836,264,1,0,0,0
1340,1340,926.0,Galaxy Quest,12,1999,66218707.76,Dean Parisot,Tim Allen,Sigourney Weaver,Alan Rickman,en,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Gran Via Productions', 'id': 2605}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",102.0,15.831374,6.9,722.0,133443816.28,DreamWorks SKG,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,1,12,7,13652259.332,152215849,76107924,110,0,1,0,0
1341,1341,1213.0,The Talented Mr. Ripley,12,1999,58861073.57,Anthony Minghella,Matt Damon,Gwyneth Paltrow,Jude Law,en,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Miramax Films', 'id': 14}, {'name': 'Timnick Films', 'id': 679}, {'name': 'Mirage Enterprises', 'id': 932}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",139.0,11.65502,7.1,790.0,189530103.79,Paramount Pictures,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,1,0,0,1,78,29,13652259.332,9417295007,91430048,427,0,1,0,0
1342,1342,10471.0,Next Friday,1,2000,15658045.39,Steve Carr,Ice Cube,Mike Epps,Justin Pierce,en,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",98.0,10.06545,6.5,145.0,85161728.84,New Line Cinema,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,2,1,16156182.2126,4483364687,60586009,142,1,0,0,0
1343,1343,10400.0,The Hurricane,9,1999,73576341.96,Norman Jewison,Denzel Washington,Vicellous Reon Shannon,Deborah Kara Unger,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Beacon Communications', 'id': 919}, {'name': 'Azoff Entertainment', 'id': 10619}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",146.0,5.716009,7.2,401.0,108828593.56,Universal Pictures,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,1,0,51,28,13652259.332,14174036096,80079299,242,1,0,0,0
1344,1344,20761.0,Play It to the Bone,12,1999,35316644.14,Ron Shelton,Antonio Banderas,Woody Harrelson,Lolita Davidovich,en,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",124.0,4.3476089999999985,5.7,53.0,12411072.2,Touchstone Pictures,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,0,8,6,13652259.332,3981162822,72384778,82,1,0,0,0
1345,1345,28216.0,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",12,1999,0.0,Errol Morris,Fred A. Leuchter Jr.,Robert Jan Van Pelt,David Irving,en,[],[],91.0,1.157478,6.3,17.0,747448.81,none,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1,43,18,13652259.332,0,0,0,1,0,0,0
1346,1346,10384.0,Supernova,1,2000,128111280.44,Walter Hill,James Spader,Angela Bassett,Robert Forster,en,"[{'name': 'United Artists', 'id': 60}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Hammerhead Productions', 'id': 20375}, {'name': 'Screenland Pictures', 'id': 23587}]","[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",91.0,5.496624,4.9,109.0,21107160.48,United Artists,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,1,1,0,0,1,28,14,16156182.2126,275408053,39344007,0,0,0,1,0
1347,1347,48233.0,The Terrorist,9,1998,36922.45,Santosh Sivan,Ayesha Dharker,K. Krishna,Vishwas,en,[],[],95.0,0.154526,8.1,4.0,210552.97,none,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,24,17,12482156.8627,0,0,0,0,0,1,0
1348,1348,10236.0,The Way We Were,10,1973,0.0,Sydney Pollack,Barbra Streisand,Robert Redford,Bradford Dillman,en,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Tom Ward Enterprises', 'id': 10879}, {'name': 'Rastar Productions', 'id': 13945}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",118.0,13.377996,7.1,87.0,248310860.58,Columbia Pictures Corporation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,63,26,0.0,0,0,0,0,0,1,0
1349,1349,11851.0,The Presidio,6,1988,0.0,Peter Hyams,Sean Connery,Mark Harmon,Meg Ryan,en,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",97.0,3.768935,5.7,80.0,42126705.16,Paramount Pictures,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,1,0,8,1,8355402.75049,9417295007,91430048,0,0,0,1,0
