,Unnamed: 0,id,title,month,year,adjusted_budget,director,actor1,actor2,actor3,original_language,production_companies,production_countries,runtime,popularity,vote_average,vote_count,adjusted_revenue,prod_company,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_Foreign,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,high_prod,director_gender_1.0,director_gender_2.0,actor1_gender_1.0,actor1_gender_2.0,actor2_gender_1.0,actor2_gender_2.0,actor3_gender_1.0,actor3_gender_2.0,director_noms,director_wins,prev_yr_gross_per_movie,prod_company_dom_box_office,prod_company_dom_box_office_per_movie,star_power,R_rated,PG_rated,PG13_rated,G_rated
0,0,862.0,Toy Story,10,1995,48257163.94,John Lasseter,Tom Hanks,Tim Allen,Don Rickles,en,"[{'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",81.0,21.946943,7.7,5415.0,600888607.0,Pixar Animation Studios,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,0,1,65,36,11912141.2804,4939873843,235232087,472,0,0,0,1
1,1,8844.0,Jumanji,12,1995,104557188.53,Joe Johnston,Robin Williams,Jonathan Hyde,Kirsten Dunst,en,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Teitler Film', 'id': 2550}, {'name': 'Interscope Communications', 'id': 10201}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",104.0,17.015539,6.9,2413.0,422728330.91,TriStar Pictures,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,0,8,2,11912141.2804,1643337362,45648260,142,0,1,0,0
2,2,31357.0,Waiting to Exhale,12,1995,25737154.1,Forest Whitaker,Whitney Houston,Angela Bassett,Loretta Devine,en,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",127.0,3.859495,6.1,34.0,131021668.17,Twentieth Century Fox Film Corporation,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,1,0,101,56,11912141.2804,1593531455,54949360,94,1,0,0,0
3,3,11862.0,Father of the Bride Part II,2,1995,0.0,Charles Shyer,Steve Martin,Diane Keaton,Martin Short,en,"[{'name': 'Sandollar Productions', 'id': 5842}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",106.0,8.387519000000001,5.7,173.0,123182702.08,Sandollar Productions,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,1,5,2,11912141.2804,0,0,125,0,1,0,0
4,4,949.0,Heat,12,1995,96514327.87,Michael Mann,Al Pacino,Robert De Niro,Val Kilmer,en,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Forward Pass', 'id': 675}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",170.0,17.924927,7.7,1886.0,301505641.8,Regency Enterprises,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,46,17,11912141.2804,5264430500,39286794,152,1,0,0,0
5,5,9091.0,Sudden Death,12,1995,56300024.59,Peter Hyams,Jean-Claude Van Damme,Powers Boothe,Dorian Harewood,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Imperial Entertainment', 'id': 21437}, {'name': 'Signature Entertainment', 'id': 23770}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",106.0,5.23158,5.5,174.0,103511891.71,Universal Pictures,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,8,1,11912141.2804,14174036096,80079299,0,1,0,0,0
6,6,710.0,GoldenEye,11,1995,93297183.61,Martin Campbell,Pierce Brosnan,Sean Bean,Izabella Scorupco,en,"[{'name': 'United Artists', 'id': 60}, {'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",130.0,14.686035999999998,6.6,1194.0,566529507.88,United Artists,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,1,0,5,3,11912141.2804,275408053,39344007,0,0,0,1,0
7,7,9087.0,The American President,11,1995,99731472.14,Rob Reiner,Michael Douglas,Annette Bening,Michael J. Fox,en,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",106.0,6.318445,6.5,199.0,173531950.8,Columbia Pictures,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,1,51,23,11912141.2804,14250727779,85847757,290,0,0,1,0
8,8,21032.0,Balto,12,1995,0.0,Simon Wells,Kevin Bacon,Bob Hoskins,Bridget Fonda,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'Amblimation', 'id': 4105}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",78.0,12.140733,7.1,423.0,18254597.72,Universal Pictures,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,0,4,0,11912141.2804,14174036096,80079299,150,0,0,0,1
9,9,10858.0,Nixon,12,1995,70777173.77,Oliver Stone,Anthony Hopkins,Joan Allen,Powers Boothe,en,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",192.0,5.092,7.1,72.0,22008105.89,Hollywood Pictures,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,1,97,55,11912141.2804,720564052,80062672,136,1,0,0,0
10,10,1408.0,Cutthroat Island,12,1995,157640068.86,Renny Harlin,Geena Davis,Matthew Modine,Frank Langella,en,"[{'name': 'Le Studio Canal+', 'id': 183}, {'name': 'Laurence Mark Productions', 'id': 415}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Carolco Pictures', 'id': 14723}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",119.0,7.284477000000001,5.7,137.0,16113585.0,Le Studio Canal+,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,1,15,3,11912141.2804,0,0,91,0,0,1,0
11,11,524.0,Casino,11,1995,83645750.82,Martin Scorsese,Robert De Niro,Sharon Stone,Joe Pesci,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Légende Entreprises', 'id': 10898}, {'name': 'Syalis DA', 'id': 11583}, {'name': 'De Fina-Cappa', 'id': 11584}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",178.0,10.137389,7.8,1343.0,186775130.52,Universal Pictures,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,1,321,131,11912141.2804,14174036096,80079299,270,1,0,0,0
12,12,4584.0,Sense and Sensibility,12,1995,26541440.17,Ang Lee,Kate Winslet,Emma Thompson,Hugh Grant,en,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Mirage Enterprises', 'id': 932}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",136.0,10.673167,7.2,364.0,217157237.72,Columbia Pictures Corporation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,1,179,95,11912141.2804,0,0,0,0,1,0,0
13,13,5.0,Four Rooms,12,1995,6434288.52,Allison Anders,Tim Roth,Antonio Banderas,Jennifer Beals,en,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'A Band Apart', 'id': 59}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",98.0,9.026586,6.5,539.0,6916860.16,Miramax Films,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,1,0,15,7,11912141.2804,365688790,30474065,0,1,0,0,0
14,14,9273.0,Ace Ventura: When Nature Calls,11,1995,48257163.94,Steve Oedekerk,Jim Carrey,Ian McNeice,Simon Callow,en,"[{'name': 'O Entertainment', 'id': 5682}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",90.0,8.205447999999999,6.1,1128.0,341637449.46,O Entertainment,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,5,1,11912141.2804,0,0,272,0,0,1,0
15,15,11517.0,Money Train,11,1995,96514327.87,Joseph Ruben,Wesley Snipes,Woody Harrelson,Jennifer Lopez,en,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",103.0,7.3379059999999985,5.4,224.0,56993500.95,Columbia Pictures,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,0,7,4,11912141.2804,14250727779,85847757,647,1,0,0,0
16,16,8012.0,Get Shorty,10,1995,48659306.97,Barry Sonnenfeld,John Travolta,Gene Hackman,Rene Russo,en,"[{'name': 'Jersey Films', 'id': 216}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",105.0,12.669608,6.4,305.0,185149261.41,Jersey Films,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,1,0,15,7,11912141.2804,782151943,37245330,90,1,0,0,0
17,17,9691.0,Assassins,10,1995,80428606.56,Richard Donner,Sylvester Stallone,Antonio Banderas,Julianne Moore,en,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Canal+', 'id': 5358}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Dino De Laurentiis Company', 'id': 10308}, {'name': 'Donner/Shuler-Donner Productions', 'id': 23397}, {'name': 'Evansgideon/Lazar', 'id': 25061}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",132.0,11.065939,6.0,394.0,48744677.11,Silver Pictures,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,1,0,16,9,11912141.2804,1924311002,60134718,309,1,0,0,0
18,18,451.0,Leaving Las Vegas,10,1995,5790859.67,Mike Figgis,Nicolas Cage,Elisabeth Shue,Julian Sands,en,"[{'name': 'United Artists', 'id': 60}, {'name': 'Intial Productions', 'id': 15547}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",112.0,10.332025,7.1,365.0,80106892.14,United Artists,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,1,31,9,11912141.2804,275408053,39344007,172,1,0,0,0
19,19,9263.0,Now and Then,10,1995,19302865.57,Lesli Linka Glatter,Christina Ricci,Rosie O'Donnell,Thora Birch,en,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",100.0,8.681325,6.6,91.0,44074876.4,New Line Cinema,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1,0,27,6,11912141.2804,4483364687,60586009,0,0,0,1,0
20,20,9909.0,Dangerous Minds,8,1995,0.0,John N. Smith,Michelle Pfeiffer,George Dzundza,Courtney B. Vance,en,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Via Rosa Productions', 'id': 10103}, {'name': 'Don Simpson/Jerry Bruckheimer Films', 'id': 10288}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",99.0,9.481338,6.4,249.0,289542983.62,Hollywood Pictures,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,1,0,0,11912141.2804,720564052,80062672,233,1,0,0,0
21,21,63.0,Twelve Monkeys,12,1995,47452877.87,Terry Gilliam,Bruce Willis,Madeleine Stowe,Brad Pitt,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Classico', 'id': 17031}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",129.0,12.297305,7.4,2470.0,271591318.64,Universal Pictures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,1,1,0,0,1,47,21,11912141.2804,14174036096,80079299,387,1,0,0,0
22,22,9598.0,Babe,7,1995,48257163.94,Chris Noonan,Christine Cavanaugh,Miriam Margolyes,Danny Mann,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Kennedy Miller Productions', 'id': 2537}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",89.0,14.404764000000002,6.0,756.0,408794333.8,Universal Pictures,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,1,0,0,1,10,4,11912141.2804,14174036096,80079299,0,0,0,0,1
23,23,687.0,Dead Man Walking,12,1995,17694293.44,Tim Robbins,Susan Sarandon,Sean Penn,Robert Prosky,en,"[{'name': 'Havoc', 'id': 406}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",122.0,6.891317,7.3,350.0,63319246.25,Havoc,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,1,73,36,11912141.2804,0,0,161,1,0,0,0
24,24,34615.0,"Cry, the Beloved Country",12,1995,0.0,Darrell James Roodt,James Earl Jones,Charles S. Dutton,Jack Robinson,en,"[{'name': 'Miramax', 'id': 53009}, {'name': 'Distant Horizon', 'id': 85681}, {'name': 'Alpine Pty Limited', 'id': 89840}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}]",106.0,0.894647,6.7,13.0,1088239.26,Miramax,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,7,2,11912141.2804,0,0,0,0,0,1,0
25,25,9312.0,Mortal Kombat,8,1995,28954298.36,Paul W.S. Anderson,Christopher Lambert,Robin Shou,Linden Ashby,en,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Threshold Entertainment', 'id': 4174}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",101.0,10.870138,5.4,452.0,196560951.46,New Line Cinema,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1,4,2,11912141.2804,4483364687,60586009,0,0,0,1,0
26,26,577.0,To Die For,5,1995,32171442.62,Gus Van Sant,Nicole Kidman,Matt Dillon,Joaquin Phoenix,en,"[{'name': 'The Rank Organisation', 'id': 364}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",106.0,10.448481,6.7,177.0,34237676.05,The Rank Organisation,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,0,0,1,0,1,94,39,11912141.2804,0,0,196,1,0,0,0
27,27,11861.0,How To Make An American Quilt,10,1995,16085721.31,Jocelyn Moorhouse,Winona Ryder,Anne Bancroft,Ellen Burstyn,en,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",116.0,4.485958,6.5,38.0,37920688.54,Universal Pictures,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,1,0,15,9,11912141.2804,14174036096,80079299,0,0,0,1,0
28,28,807.0,Se7en,9,1995,53082880.33,David Fincher,Brad Pitt,Morgan Freeman,Gwyneth Paltrow,en,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Juno Pix', 'id': 4286}, {'name': 'Cecchi Gori Pictures', 'id': 65394}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",127.0,18.45743,8.1,5915.0,526504734.61,New Line Cinema,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,1,0,166,60,11912141.2804,4483364687,60586009,314,1,0,0,0
29,29,10530.0,Pocahontas,6,1995,88471467.22,Mike Gabriel,Irene Bedard,Mel Gibson,David Ogden Stiers,en,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Feature Animation', 'id': 10217}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",81.0,13.280069,6.7,1509.0,556694278.03,Walt Disney Pictures,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,1,0,1,4,3,11912141.2804,13180557629,117683550,300,0,0,0,1
30,30,629.0,The Usual Suspects,7,1995,9651432.79,Bryan Singer,Stephen Baldwin,Gabriel Byrne,Chazz Palminteri,en,"[{'name': 'Blue Parrot Productions', 'id': 361}, {'name': 'Bad Hat Harry Productions', 'id': 9168}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",106.0,16.302466,8.1,3334.0,37546595.78,Blue Parrot Productions,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,38,14,11912141.2804,0,0,0,0,0,0,1
31,31,11448.0,Mighty Aphrodite,9,1995,24128581.97,Woody Allen,Woody Allen,Mira Sorvino,Helena Bonham Carter,en,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Magnolia Pictures', 'id': 1030}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",95.0,15.899134,6.7,145.0,10777433.28,Miramax Films,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,1,0,298,124,11912141.2804,365688790,30474065,0,1,0,0,0
32,32,9089.0,Home for the Holidays,11,1995,0.0,Jodie Foster,Holly Hunter,Robert Downey Jr.,Anne Bancroft,en,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Egg Pictures', 'id': 802}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",103.0,8.416802,6.3,39.0,28180847.02,Paramount Pictures,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,1,0,100,55,11912141.2804,9417295007,91430048,0,0,0,1,0
33,33,2054.0,Mr. Holland's Opus,12,1995,0.0,Stephen Herek,Richard Dreyfuss,Glenne Headly,Jay Thomas,en,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'The Charlie Mopic Company', 'id': 916}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Interscope Communications', 'id': 10201}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",137.0,7.137117,6.9,115.0,170942913.74,Hollywood Pictures,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,1,9,5,11912141.2804,720564052,80062672,0,0,0,1,0
34,34,11525.0,Lawnmower Man 2: Beyond Cyberspace,1,1996,0.0,Farhad Mann,Patrick Bergin,Matt Frewer,Austin O'Brien,en,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",92.0,2.49535,2.8,32.0,3765050.86,New Line Cinema,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,0,1,1,0,13366180.0487,4483364687,60586009,0,0,0,1,0
35,35,10634.0,Friday,4,1995,5630002.46,F. Gary Gray,Ice Cube,Chris Tucker,Nia Long,en,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",91.0,14.56965,7.0,513.0,45387339.35,New Line Cinema,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,0,16,6,11912141.2804,4483364687,60586009,0,1,0,0,0
36,36,755.0,From Dusk Till Dawn,1,1996,29692522.04,Robert Rodriguez,George Clooney,Quentin Tarantino,Harvey Keitel,en,"[{'name': 'A Band Apart', 'id': 59}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'Los Hooligans Productions', 'id': 11705}, {'name': 'Miramax', 'id': 53009}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",108.0,15.339153,6.9,1644.0,40376541.58,A Band Apart,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,45,25,13366180.0487,607790772,75973846,0,1,0,0,0
37,37,11859.0,Fair Game,11,1995,80428606.56,Andrew Sipes,William Baldwin,Cindy Crawford,Steven Berkoff,en,"[{'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",91.0,5.912223,4.1,54.0,18554038.25,Silver Pictures,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1,0,1,1,0,0,1,0,0,11912141.2804,1924311002,60134718,0,1,0,0,0
38,38,28387.0,Kicking and Screaming,10,1995,0.0,Noah Baumbach,Josh Hamilton,Olivia d'Abo,Carlos Jacott,en,"[{'name': 'Castleberg Productions', 'id': 5841}, {'name': 'Sandollar Productions', 'id': 5842}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",96.0,3.3672760000000004,7.0,36.0,1155742.99,Castleberg Productions,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,1,67,19,11912141.2804,0,0,0,1,0,0,0
39,39,20927.0,Bed of Roses,1,1996,0.0,Michael Goldenberg,Christian Slater,Mary Stuart Masterson,Pamela Adlon,en,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Juno Pix', 'id': 4286}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",87.0,10.412194,5.1,27.0,29740484.84,New Line Cinema,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,1,0,7,2,13366180.0487,4483364687,60586009,0,0,1,0,0
40,40,36929.0,Big Bully,1,1996,23441464.77,Steve Miner,Rick Moranis,Tom Arnold,Julianne Phillips,en,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",90.0,2.936443,3.9,16.0,3191993.0,Warner Bros.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,1,1,0,6,3,13366180.0487,15272696394,82111270,96,0,1,0,0
41,41,9102.0,Screamers,9,1995,32171442.62,Christian Duguay,Peter Weller,Roy Dupuis,Jennifer Rubin,en,"[{'name': 'The Movie Network (TMN)', 'id': 3388}, {'name': 'Allegro Films', 'id': 4899}, {'name': 'Fuji Eight Company Ltd.', 'id': 7958}, {'name': 'Fries Film Group', 'id': 23096}, {'name': 'Super Ecran', 'id': 23097}, {'name': 'Triumph Films', 'id': 23098}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",108.0,12.758848,6.1,154.0,9300579.08,The Movie Network (TMN),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,1,1,0,14,7,11912141.2804,0,0,0,1,0,0,0
