,director_gender_1.0,director_gender_2.0,actor1_gender_1.0,actor1_gender_2.0,actor2_gender_1.0,actor2_gender_2.0,actor3_gender_1.0,actor3_gender_2.0,director_noms,director_wins,prod_company_dom_box_office,prod_company_dom_box_office_per_movie,star_power
1206,0,1,0,1,1,0,0,1,1,0,4483364687,60586009,0
1207,0,1,0,1,0,1,0,1,0,0,15272696394,82111270,0
1208,0,1,0,1,1,0,0,1,3,3,365688790,30474065,0
1209,0,1,1,0,0,1,0,1,3,1,0,0,0
1210,0,1,0,1,1,0,1,0,11,3,0,0,0
1211,0,1,0,1,0,1,1,0,5,2,0,0,0
1212,0,1,0,1,0,1,0,1,51,28,0,0,0
1213,0,1,1,0,0,1,0,1,30,13,14174036096,80079299,0
1214,0,1,0,1,1,0,1,0,63,37,152215849,76107924,271
1215,0,1,0,1,1,0,0,0,57,27,0,0,0
1216,0,0,0,1,0,1,0,1,3,1,14250727779,85847757,0
1217,0,1,0,1,0,0,1,0,0,0,0,0,0
1218,0,0,0,1,0,1,0,1,15,11,0,0,0
1219,0,1,0,1,0,1,0,1,0,0,14250727779,85847757,0
1220,0,1,0,1,0,1,0,0,24,12,14250727779,85847757,0
1221,0,1,0,1,0,1,1,0,3,1,0,0,0
1222,0,1,0,1,0,1,0,1,47,19,15272696394,82111270,0
1223,0,1,0,1,1,0,0,0,47,19,0,0,0
1224,0,1,1,0,0,1,0,1,6,5,1023886288,6563373,359
1225,0,1,1,0,0,1,1,0,2,0,15272696394,82111270,0
1226,0,1,0,1,1,0,0,1,25,12,14250727779,85847757,0
1227,0,1,0,1,1,0,0,1,32,7,9417295007,91430048,0
1228,1,0,1,0,0,1,1,0,8,2,365688790,30474065,0
1229,0,1,1,0,0,1,0,1,4,2,1593531455,54949360,0
1230,0,1,0,1,0,1,1,0,17,7,720564052,80062672,79
1231,0,1,0,1,0,1,0,1,123,40,0,0,411
1232,0,1,0,1,0,1,0,1,4,1,365688790,30474065,0
1233,0,1,0,1,1,0,0,1,18,13,0,0,0
1234,0,1,0,1,0,1,1,0,18,13,0,0,0
1235,0,1,0,1,0,0,0,1,21,9,0,0,0
1236,0,1,0,1,1,0,1,0,0,0,14174036096,80079299,0
1237,0,1,0,1,1,0,0,1,14,7,14174036096,80079299,0
1238,0,1,0,1,1,0,0,1,63,26,14250727779,85847757,221
1239,0,0,1,0,1,0,0,1,24,13,835966117,18999229,0
1240,0,1,0,1,1,0,0,1,96,27,0,0,0
1241,0,1,0,1,1,0,0,1,2,1,0,0,0
1242,0,1,0,1,1,0,1,0,73,38,1643337362,45648260,329
1243,0,1,0,1,1,0,0,1,42,17,15272696394,82111270,0
1244,0,1,0,1,0,1,1,0,1,1,9417295007,91430048,0
1245,0,1,0,1,1,0,1,0,84,33,3174157864,62238389,96
1246,0,1,0,1,1,0,1,0,266,136,14174036096,80079299,0
1247,0,1,0,1,1,0,0,1,6,2,275408053,39344007,0
1248,0,1,0,1,1,0,0,1,79,37,0,0,239
1249,0,0,1,0,0,1,1,0,14,8,1593531455,54949360,0
1250,0,1,0,1,1,0,0,0,13,3,1593531455,54949360,0
1251,0,1,1,0,0,1,1,0,9,5,9417295007,91430048,0
1252,0,1,0,1,0,1,0,1,13,4,3174157864,62238389,0
1253,0,1,0,1,1,0,0,1,3,1,275408053,39344007,0
1254,0,1,0,1,0,0,0,1,2,1,275408053,39344007,0
1255,0,1,0,1,1,0,0,1,2,1,275408053,39344007,0
1256,0,1,1,0,0,1,0,1,4,1,0,0,0
1257,0,1,0,1,1,0,0,1,187,53,0,0,0
1258,0,1,0,1,0,1,0,0,26,6,1593531455,54949360,276
1259,0,1,0,1,1,0,0,0,120,37,14250727779,85847757,98
1260,0,1,1,0,0,1,1,0,1,1,0,0,0
1261,0,1,0,1,0,1,0,1,166,60,1593531455,54949360,222
1262,0,1,0,1,1,0,0,1,51,23,14174036096,80079299,484
1263,0,1,0,1,0,1,1,0,0,0,0,0,0
1264,0,1,0,1,0,0,0,0,47,21,0,0,0
1265,0,0,0,1,1,0,1,0,21,12,1593531455,54949360,0
1266,0,1,0,1,0,1,1,0,298,124,0,0,0
1267,0,1,1,0,0,1,0,1,10,2,14174036096,80079299,0
1268,0,1,0,1,1,0,0,1,11,5,4483364687,60586009,0
1269,0,0,1,0,0,1,1,0,33,19,14174036096,80079299,0
1270,0,1,0,1,1,0,0,1,73,38,0,0,0
1271,0,1,0,1,1,0,0,1,8,5,0,0,0
1272,0,1,0,1,0,1,1,0,0,0,5320112959,98520610,0
1273,0,1,0,1,1,0,0,1,1,1,275408053,39344007,92
1274,0,1,0,1,1,0,0,1,1,1,505407634,168469211,82
1275,0,1,0,1,0,0,1,0,3,1,275408053,39344007,0
1276,0,1,0,1,1,0,0,1,2,1,505407634,168469211,0
1277,0,1,1,0,1,0,1,0,16,10,0,0,0
1278,0,1,0,1,1,0,1,0,149,58,0,0,300
1279,0,1,0,1,1,0,0,1,5,4,4483364687,60586009,0
1280,0,1,0,1,1,0,1,0,32,22,14174036096,80079299,242
1281,0,1,0,1,0,1,0,1,46,17,2176450885,87058035,223
1282,0,1,0,1,1,0,0,1,18,13,15272696394,82111270,0
1283,0,1,0,1,1,0,1,0,0,0,0,0,0
1284,0,1,0,1,0,1,1,0,20,9,0,0,0
1285,0,1,0,1,1,0,0,1,94,39,0,0,0
1286,0,1,0,1,0,1,1,0,18,9,5264430500,39286794,138
1287,0,1,1,0,0,1,0,0,0,0,0,0,0
1288,0,1,0,1,0,1,0,0,0,0,14174036096,80079299,173
1289,0,0,1,0,0,1,0,1,2,2,0,0,0
1290,0,1,0,1,0,1,0,1,50,23,0,0,0
1291,0,1,0,1,0,0,0,1,6,5,0,0,0
1292,0,1,0,1,1,0,0,1,26,11,0,0,0
1293,0,1,0,1,0,1,1,0,21,8,9417295007,91430048,186
1294,0,1,0,1,0,1,0,1,85,28,9417295007,91430048,0
1295,0,1,0,1,1,0,1,0,0,0,0,0,349
1296,0,0,1,0,1,0,0,1,24,14,1593531455,54949360,81
1297,0,1,0,1,0,1,1,0,35,14,0,0,467
1298,0,0,0,1,0,1,0,0,25,19,1593531455,54949360,0
1299,0,0,0,1,0,1,0,1,12,3,1593531455,54949360,0
1300,0,1,0,1,1,0,0,1,82,35,1593531455,54949360,159
1301,0,1,0,1,0,1,1,0,3,1,15272696394,82111270,0
1302,0,1,1,0,0,1,0,1,51,28,3174157864,62238389,166
1303,0,1,0,1,0,1,1,0,87,21,9417295007,91430048,0
1304,0,1,0,1,1,0,0,1,38,21,505407634,168469211,154
1305,0,1,0,1,1,0,0,1,16,9,9417295007,91430048,0
1306,0,1,0,1,0,0,1,0,55,26,0,0,0
1307,0,1,0,1,1,0,1,0,66,29,1643337362,45648260,0
1308,0,1,0,1,0,1,0,1,84,37,14250727779,85847757,0
1309,0,1,0,1,1,0,1,0,9,5,9417295007,91430048,185
1310,0,1,1,0,0,1,1,0,16,3,0,0,0
1311,0,1,0,1,0,1,0,0,7,2,14174036096,80079299,0
1312,1,0,0,1,0,1,0,1,20,14,0,0,187
1313,0,1,0,1,0,1,0,1,106,38,14174036096,80079299,155
1314,0,1,0,1,0,1,1,0,47,21,1643337362,45648260,226
1315,0,1,0,1,1,0,0,1,15,5,14174036096,80079299,72
1316,0,1,1,0,1,0,0,1,1,1,0,0,0
1317,0,1,0,1,0,1,0,1,8,1,0,0,166
1318,0,1,0,1,0,1,1,0,65,36,4939873843,235232087,338
1319,0,1,0,1,0,1,0,1,18,9,3174157864,62238389,0
1320,0,1,0,1,0,1,0,1,179,95,14174036096,80079299,0
1321,0,1,1,0,1,0,1,0,5,3,0,0,0
1322,0,1,0,1,0,1,1,0,7,6,720564052,80062672,167
1323,0,0,0,1,0,1,1,0,77,37,0,0,82
1324,0,1,0,1,0,1,1,0,32,10,15272696394,82111270,652
1325,0,1,1,0,0,1,0,1,1,0,0,0,0
1326,0,1,0,1,0,1,1,0,180,85,9417295007,91430048,90
1327,0,1,0,1,0,1,0,1,0,0,0,0,0
1328,0,1,0,1,0,1,0,1,38,13,1682457870,35796975,228
1329,0,1,0,1,1,0,0,1,29,13,365688790,30474065,0
1330,0,1,0,1,0,1,1,0,27,15,0,0,0
1331,0,1,0,1,0,1,1,0,26,6,0,0,529
1332,0,1,0,1,1,0,0,1,6,1,0,0,0
1333,0,1,0,1,0,1,0,1,13,10,13180557629,117683550,0
1334,0,1,1,0,0,1,0,1,187,53,4483364687,60586009,0
1335,0,0,0,1,1,0,0,1,4,2,0,0,222
1336,0,0,0,1,0,1,1,0,8,3,0,0,0
1337,0,1,0,1,1,0,0,1,53,26,0,0,0
1338,0,1,0,1,1,0,0,1,97,55,0,0,382
1339,0,1,0,1,1,0,0,1,65,44,560484182,112096836,264
1340,0,1,0,1,1,0,0,1,12,7,152215849,76107924,110
1341,0,1,0,1,1,0,0,1,78,29,9417295007,91430048,427
1342,0,1,0,1,0,1,0,1,2,1,4483364687,60586009,142
1343,0,1,0,1,0,0,1,0,51,28,14174036096,80079299,242
1344,0,1,0,1,0,1,1,0,8,6,3981162822,72384778,82
1345,0,1,0,0,0,0,0,1,43,18,0,0,0
1346,0,1,0,1,1,0,0,1,28,14,275408053,39344007,0
1347,0,1,0,0,0,0,0,0,24,17,0,0,0
1348,0,1,0,0,0,1,0,1,63,26,0,0,0
1349,0,1,0,1,0,1,1,0,8,1,9417295007,91430048,0
1350,0,1,0,1,0,1,0,1,10,6,0,0,0
1351,0,1,1,0,0,1,0,1,32,22,0,0,0
1352,1,0,0,1,1,0,0,1,5,3,14174036096,80079299,0
1353,0,1,1,0,0,1,0,0,32,12,15272696394,82111270,159
1354,0,0,0,1,0,1,1,0,15,5,0,0,0
1355,0,1,0,1,0,1,1,0,10,3,15272696394,82111270,0
1356,0,1,0,0,0,0,0,0,134,50,0,0,0
1357,0,1,1,0,0,1,0,1,45,28,392132699,49016587,181
1358,0,1,0,1,0,1,0,1,5,1,14174036096,80079299,0
1359,0,0,0,1,0,1,0,1,3,1,720564052,80062672,0
1360,0,0,0,1,1,0,1,0,9,5,0,0,0
1361,0,1,0,1,1,0,0,1,98,43,0,0,130
1362,0,1,1,0,1,0,1,0,22,7,3981162822,72384778,82
1363,0,1,1,0,1,0,0,1,13,6,3981162822,72384778,177
1364,0,1,1,0,1,0,0,1,59,38,720564052,80062672,0
1365,0,1,0,1,0,1,0,1,36,12,9417295007,91430048,0
1366,0,1,0,1,0,1,0,1,7,2,14174036096,80079299,299
1367,0,0,0,1,0,1,0,1,12,9,9417295007,91430048,0
1368,0,1,0,1,0,1,0,1,15,5,9417295007,91430048,186
1369,1,0,0,1,1,0,1,0,20,14,0,0,410
1370,0,1,0,1,1,0,0,1,32,22,9417295007,91430048,259
1371,0,1,1,0,0,1,0,0,23,13,306154562,153077281,389
1372,0,1,1,0,0,1,1,0,0,0,14174036096,80079299,530
1373,0,1,0,1,1,0,0,1,106,38,2558688676,59504387,172
1374,0,1,1,0,1,0,1,0,56,24,0,0,0
1375,0,1,1,0,0,1,1,0,54,19,15272696394,82111270,0
1376,0,1,1,0,0,1,1,0,96,45,4483364687,60586009,0
1377,0,1,0,1,0,1,1,0,8,6,1593531455,54949360,131
1378,1,0,1,0,0,1,0,1,0,0,1593531455,54949360,0
1379,0,1,0,1,1,0,1,0,14,7,14174036096,80079299,249
1380,0,1,0,1,1,0,0,1,6,3,0,0,292
1381,0,1,0,1,1,0,0,1,8,3,3174157864,62238389,0
1382,0,1,0,1,0,1,0,1,31,16,3174157864,62238389,0
1383,0,1,0,1,0,1,1,0,42,18,0,0,0
1384,0,1,0,1,1,0,1,0,16,10,0,0,0
1385,0,1,1,0,1,0,0,1,21,8,14250727779,85847757,0
1386,0,1,1,0,0,1,0,1,1,0,720564052,80062672,420
1387,0,1,0,1,0,1,1,0,151,80,0,0,164
1388,1,0,0,1,0,1,0,1,1,0,13180557629,117683550,0
1389,0,1,0,1,0,0,0,0,6,1,332132174,83033043,0
1390,0,1,0,1,0,1,1,0,5,2,4483364687,60586009,0
1391,1,0,1,0,1,0,1,0,81,29,0,0,204
1392,0,0,0,1,1,0,0,1,8,1,0,0,0
1393,0,1,0,1,0,1,1,0,7,6,0,0,463
1394,0,0,0,1,0,1,0,0,31,13,14174036096,80079299,0
1395,0,1,0,1,0,0,1,0,26,21,0,0,0
1396,0,1,0,1,0,1,1,0,55,17,588726176,29436308,285
1397,0,1,0,1,1,0,0,1,0,0,0,0,0
1398,0,1,0,1,0,0,1,0,8,3,0,0,0
1399,0,1,1,0,0,1,0,1,45,28,9417295007,91430048,0
1400,0,1,0,1,0,1,0,1,4,3,2558688676,59504387,0
1401,0,1,1,0,0,0,0,1,0,0,0,0,0
1402,0,1,0,1,0,1,0,1,14,6,0,0,0
1403,0,1,0,1,0,1,0,1,0,0,1643337362,45648260,61
1404,0,1,0,1,0,0,0,0,2,2,0,0,0
1405,0,1,0,1,0,1,0,1,32,10,2176450885,87058035,0
1406,0,1,0,1,0,1,1,0,144,78,0,0,0
1407,0,1,0,1,0,1,0,1,16,5,1593531455,54949360,0
1408,0,1,0,1,1,0,0,1,8,5,0,0,0
1409,0,1,0,1,1,0,0,1,8,6,0,0,356
1410,0,1,0,1,0,1,0,1,82,35,0,0,0
1411,0,1,0,1,0,1,0,1,84,51,4928566616,273809256,0
1412,0,1,0,1,0,1,0,1,97,55,0,0,291
1413,0,1,0,1,1,0,1,0,8,2,14174036096,80079299,0
1414,0,1,1,0,0,0,1,0,6,1,0,0,71
1415,0,1,1,0,0,1,0,1,43,22,101042015,20208403,0
1416,0,1,0,1,1,0,0,1,51,28,1643337362,45648260,0
1417,0,1,0,1,0,1,0,1,7,2,0,0,0
1418,0,1,0,1,0,1,0,1,4,0,0,0,0
1419,0,1,1,0,0,0,0,1,96,27,782151943,37245330,434
1420,0,1,0,1,1,0,0,1,13,2,4483364687,60586009,0
1421,0,1,0,1,0,1,0,1,19,16,0,0,0
1422,0,1,1,0,1,0,0,1,120,37,0,0,210
1423,0,1,0,1,0,1,0,1,51,28,0,0,0
1424,0,1,0,1,0,1,0,1,21,8,14174036096,80079299,0
1425,0,1,0,1,0,1,1,0,98,43,14174036096,80079299,0
1426,0,1,0,1,0,1,0,1,98,43,14174036096,80079299,92
1427,0,1,0,1,1,0,1,0,98,43,14174036096,80079299,124
1428,0,1,0,1,0,1,1,0,3,2,14174036096,80079299,0
1429,0,1,0,1,1,0,0,1,1,0,9417295007,91430048,0
1430,0,1,0,1,1,0,0,1,1,0,0,0,0
1431,0,1,0,1,1,0,0,1,1,0,0,0,58
1432,0,1,0,1,1,0,0,1,2,2,0,0,0
1433,0,0,0,1,1,0,0,1,93,45,9417295007,91430048,0
1434,0,1,0,1,1,0,1,0,3,0,14174036096,80079299,0
1435,0,1,1,0,0,1,0,1,16,10,4483364687,60586009,0
1436,0,1,1,0,0,1,0,1,6,3,4483364687,60586009,0
1437,0,1,1,0,0,1,0,0,7,4,4483364687,60586009,0
1438,0,1,0,1,0,1,1,0,9,3,275408053,39344007,150
1439,0,1,0,1,1,0,0,1,8,3,0,0,0
1440,0,1,0,1,0,1,0,0,1,1,0,0,0
1441,0,1,1,0,0,1,0,1,8,5,0,0,0
1442,0,1,0,1,0,1,0,0,66,29,0,0,0
1443,0,1,0,1,0,1,1,0,52,22,0,0,0
1444,0,1,0,1,1,0,0,1,3,1,1924311002,60134718,0
1445,0,0,1,0,0,1,1,0,0,0,0,0,0
1446,0,0,0,1,1,0,0,1,7,2,0,0,0
1447,0,1,0,1,1,0,0,1,26,21,275408053,39344007,0
1448,0,1,0,1,0,1,1,0,5,0,14174036096,80079299,75
1449,0,1,0,1,0,1,1,0,16,3,9417295007,91430048,0
1450,0,1,0,1,0,1,1,0,12,6,1593531455,54949360,0
1451,0,1,0,1,0,0,1,0,331,168,0,0,0
1452,0,1,0,1,1,0,0,1,9,5,1643337362,45648260,0
1453,0,1,0,1,1,0,1,0,2,2,0,0,0
1454,0,1,0,1,0,1,1,0,16,9,1593531455,54949360,52
1455,0,1,0,1,0,0,0,1,10,5,1593531455,54949360,91
1456,0,0,0,1,1,0,0,1,130,63,0,0,204
1457,0,1,0,1,0,1,1,0,0,0,152215849,76107924,162
1458,0,1,0,1,0,1,0,1,4,1,14174036096,80079299,0
1459,0,0,0,1,0,1,0,1,12,4,9417295007,91430048,0
1460,0,1,0,1,0,1,1,0,331,168,5320112959,98520610,563
1461,0,0,0,1,1,0,0,1,14,8,9417295007,91430048,0
1462,0,0,0,1,0,1,0,1,0,0,4483364687,60586009,0
1463,0,1,0,1,1,0,0,1,0,0,14250727779,85847757,0
1464,0,1,0,1,1,0,0,1,51,23,14250727779,85847757,0
1465,0,1,0,1,0,1,1,0,69,28,14250727779,85847757,0
1466,0,1,1,0,0,1,0,1,16,3,14250727779,85847757,0
1467,0,1,0,1,1,0,0,1,9,2,0,0,270
1468,0,1,1,0,0,1,0,1,82,35,275408053,39344007,0
1469,0,1,0,1,0,1,1,0,9,3,0,0,75
1470,0,1,0,1,0,1,0,1,11,5,9417295007,91430048,0
1471,0,1,0,1,0,1,0,1,1,0,9417295007,91430048,0
1472,0,1,0,1,0,1,1,0,266,136,15272696394,82111270,0
1473,0,1,0,1,0,1,1,0,13,3,0,0,0
1474,0,1,0,1,0,1,0,1,19,10,4483364687,60586009,142
1475,0,1,0,1,0,1,0,1,10,3,0,0,0
1476,1,0,0,1,1,0,0,1,17,4,3174157864,62238389,0
1477,0,0,0,1,0,1,0,1,33,19,9417295007,91430048,79
1478,1,0,1,0,0,1,0,0,8,2,102898718,3957643,0
1479,0,1,0,1,0,1,1,0,3,1,0,0,0
1480,0,1,0,1,1,0,0,1,3,1,0,0,91
1481,0,1,0,1,1,0,0,1,2,1,0,0,0
1482,0,1,0,1,1,0,1,0,106,38,2558688676,59504387,384
1483,0,1,0,1,0,0,1,0,10,6,1593531455,54949360,271
1484,0,0,0,1,0,0,1,0,77,37,14250727779,85847757,0
1485,1,0,0,1,0,1,0,1,9,2,0,0,0
1486,0,1,0,1,0,1,1,0,117,44,2176450885,87058035,131
1487,0,0,0,1,1,0,0,0,36,24,0,0,0
1488,0,1,1,0,0,1,1,0,18,6,3174157864,62238389,0
1489,0,1,0,1,0,1,0,1,45,28,9417295007,91430048,0
1490,0,1,0,1,0,1,0,1,15,8,0,0,0
1491,0,1,0,1,0,1,1,0,32,18,0,0,0
1492,1,0,0,1,1,0,1,0,15,7,0,0,0
1493,0,1,0,1,0,1,0,1,3,1,14174036096,80079299,161
1494,1,0,0,1,1,0,1,0,109,51,300261206,25021767,0
1495,0,0,0,1,0,1,1,0,8,5,9417295007,91430048,0
1496,0,1,0,1,0,1,1,0,3,2,14174036096,80079299,0
1497,0,1,1,0,1,0,1,0,0,0,1593531455,54949360,114
1498,0,1,0,1,0,1,0,1,0,0,0,0,157
1499,0,0,1,0,0,1,1,0,2,0,0,0,0
1500,0,1,0,1,0,1,1,0,120,37,152215849,76107924,111
1501,0,0,0,1,0,1,1,0,13,6,0,0,0
1502,0,1,0,1,1,0,0,1,7,3,0,0,171
1503,0,1,0,0,0,1,0,1,1,1,14250727779,85847757,0
1504,0,1,0,1,1,0,0,1,1,1,1593531455,54949360,0
1505,0,1,0,1,0,1,0,1,8,4,0,0,283
1506,0,1,1,0,1,0,1,0,8,2,14250727779,85847757,0
1507,0,1,0,1,1,0,0,1,87,21,0,0,0
1508,0,1,0,1,1,0,0,0,1,0,9417295007,91430048,0
1509,0,1,0,1,1,0,0,1,1,0,13180557629,117683550,0
1510,0,1,0,1,0,1,1,0,8,4,152215849,76107924,0
1511,0,1,0,1,0,1,1,0,0,0,0,0,0
1512,0,1,1,0,0,1,1,0,5,1,0,0,78
1513,0,1,0,1,0,1,1,0,29,17,9417295007,91430048,0
1514,0,1,0,1,0,1,1,0,0,0,2176450885,87058035,99
1515,0,1,0,1,1,0,0,1,26,21,0,0,0
1516,0,0,0,1,1,0,0,1,1,0,275408053,39344007,0
1517,0,1,0,1,1,0,0,1,17,8,275408053,39344007,0
1518,0,1,0,1,1,0,0,1,17,8,275408053,39344007,0
1519,0,1,0,1,0,1,1,0,3,1,275408053,39344007,0
1520,0,1,0,1,1,0,0,1,0,0,1593531455,54949360,0
1521,0,0,0,1,1,0,0,0,31,13,9417295007,91430048,0
1522,0,0,0,1,0,1,0,1,11,3,14250727779,85847757,0
1523,0,1,0,1,1,0,0,1,33,19,9417295007,91430048,0
1524,0,1,0,1,1,0,0,1,8,1,15272696394,82111270,0
1525,0,1,0,1,0,1,0,1,50,23,0,0,0
1526,0,1,0,1,1,0,0,1,96,45,0,0,0
1527,0,1,0,1,0,1,0,1,6,2,15272696394,82111270,0
1528,0,1,0,1,1,0,0,1,94,39,0,0,132
1529,0,1,0,1,1,0,0,1,18,9,0,0,79
1530,0,1,0,0,0,1,0,0,15,6,0,0,0
1531,0,1,0,0,0,0,0,1,15,6,1593531455,54949360,0
1532,0,1,0,0,0,0,0,1,2,0,0,0,0
1533,0,1,0,1,0,1,0,1,14,4,1593531455,54949360,190
1534,0,1,0,1,0,1,1,0,8,3,0,0,271
1535,0,1,0,1,1,0,0,1,33,15,14250727779,85847757,175
1536,0,1,0,1,0,1,0,1,3,0,1593531455,54949360,0
1537,0,1,0,1,1,0,0,1,109,61,0,0,0
1538,0,1,0,1,0,1,0,1,109,61,0,0,0
1539,0,1,0,1,1,0,0,1,109,61,0,0,72
1540,0,1,0,1,0,1,1,0,0,0,1643337362,45648260,0
1541,0,1,0,1,1,0,1,0,9,5,3174157864,62238389,0
1542,0,1,0,1,1,0,0,1,3,3,14174036096,80079299,0
1543,0,1,0,1,1,0,1,0,9,5,14250727779,85847757,0
1544,0,1,0,0,0,1,1,0,2,1,1924311002,60134718,0
1545,0,1,1,0,0,1,0,1,1,0,9417295007,91430048,0
1546,0,1,0,1,1,0,0,1,4,3,529383932,105876786,466
1547,0,1,0,1,0,0,1,0,85,28,365688790,30474065,0
1548,0,1,0,1,1,0,0,1,6,3,0,0,0
1549,0,0,0,1,0,1,1,0,19,9,0,0,0
1550,0,1,0,1,0,1,0,1,2,2,3174157864,62238389,0
1551,0,1,0,1,0,1,0,1,85,47,9417295007,91430048,0
1552,0,1,0,1,0,1,0,1,32,10,1593531455,54949360,0
1553,0,1,0,1,0,1,0,1,82,35,9417295007,91430048,0
1554,0,0,0,1,1,0,0,1,93,45,9417295007,91430048,0
1555,0,1,1,0,0,1,0,1,331,168,14174036096,80079299,0
1556,0,1,0,1,1,0,0,1,33,15,1593531455,54949360,82
1557,0,1,0,1,1,0,0,1,7,1,0,0,0
1558,0,1,0,1,0,1,1,0,2,0,1593531455,54949360,586
1559,0,1,0,1,1,0,0,1,80,56,152215849,76107924,248
1560,0,1,0,1,1,0,0,1,7,3,1593531455,54949360,229
1561,0,1,0,1,0,1,1,0,28,14,1172584729,97715394,248
1562,0,1,1,0,0,1,1,0,4,1,14174036096,80079299,0
1563,0,1,0,1,0,1,1,0,17,10,15272696394,82111270,406
1564,0,0,0,1,1,0,1,0,3,1,0,0,0
1565,0,1,0,1,0,1,1,0,2,2,0,0,94
1566,0,1,0,0,1,0,1,0,38,23,0,0,0
1567,0,0,0,1,0,1,0,1,0,0,0,0,87
1568,0,1,0,1,0,1,0,1,1,0,0,0,143
1569,0,1,0,1,0,1,0,0,0,0,0,0,227
1570,0,1,0,1,0,1,0,1,24,13,1079095605,67443475,0
1571,0,1,0,1,0,1,0,1,7,4,0,0,203
1572,0,1,0,1,1,0,0,1,0,0,14250727779,85847757,0
1573,0,1,0,1,0,1,0,1,15,3,4483364687,60586009,0
1574,0,1,0,1,0,1,1,0,5,2,3174157864,62238389,0
1575,0,1,0,1,0,1,0,0,2,2,3174157864,62238389,0
1576,0,1,1,0,0,1,1,0,11,4,0,0,0
1577,1,0,1,0,0,0,0,1,13,10,0,0,0
1578,0,0,0,1,0,1,1,0,9,5,9417295007,91430048,0
1579,0,1,1,0,0,1,0,1,19,9,0,0,0
1580,0,1,0,1,0,1,0,1,38,14,1593531455,54949360,0
1581,1,0,1,0,1,0,0,1,7,2,392132699,49016587,0
1582,0,1,0,1,1,0,1,0,0,0,152215849,76107924,257
1583,0,1,0,1,0,1,1,0,1,0,14250727779,85847757,0
1584,0,1,0,1,0,1,1,0,26,15,0,0,204
1585,0,1,0,1,0,1,0,1,298,124,275408053,39344007,0
1586,0,1,0,1,1,0,0,0,298,124,275408053,39344007,0
1587,0,1,0,1,1,0,0,1,1,0,2558688676,59504387,264
1588,0,1,1,0,0,1,0,1,0,0,529383932,105876786,0
1589,0,1,0,1,1,0,0,1,73,38,0,0,0
1590,0,1,0,1,0,1,0,1,266,136,0,0,0
1591,0,1,1,0,0,1,0,1,4,2,0,0,0
1592,0,1,0,1,0,0,1,0,3,0,15272696394,82111270,0
1593,0,1,0,1,0,1,0,1,0,0,0,0,0
1594,0,1,0,1,0,1,0,1,21,9,14174036096,80079299,0
1595,0,1,0,1,0,1,0,1,54,23,0,0,0
1596,0,1,0,1,0,1,1,0,14,7,0,0,264
1597,0,0,1,0,1,0,1,0,9,5,1643337362,45648260,0
1598,0,1,0,1,1,0,0,1,32,7,15272696394,82111270,0
1599,0,0,1,0,1,0,0,1,0,0,0,0,0
1600,0,1,1,0,0,1,0,1,10,6,4483364687,60586009,166
1601,0,1,0,1,1,0,0,1,5,3,9417295007,91430048,0
1602,0,1,0,1,1,0,0,1,5,3,9417295007,91430048,0
1603,0,1,0,1,1,0,0,1,0,0,0,0,0
1604,0,1,1,0,0,1,0,1,6,4,0,0,0
1605,0,1,1,0,1,0,0,1,4,3,0,0,0
1606,0,1,0,1,0,1,0,1,14,7,122539265,61269632,163
1607,0,1,1,0,0,1,1,0,5,2,0,0,0
1608,0,1,0,1,0,1,0,1,1,0,0,0,0
1609,0,1,0,1,0,1,1,0,11,8,0,0,0
1610,0,1,1,0,0,1,1,0,54,19,14250727779,85847757,0
1611,0,1,0,1,1,0,1,0,3,3,0,0,0
1612,0,1,0,1,0,1,0,1,14,4,0,0,213
1613,0,1,1,0,0,1,1,0,20,6,2135516242,97068920,0
1614,0,1,1,0,1,0,0,1,173,85,0,0,0
1615,0,1,0,1,0,1,0,0,7,0,0,0,0
1616,0,1,0,1,0,1,0,1,7,4,13180557629,117683550,217
1617,0,1,0,0,1,0,1,0,14,10,0,0,0
1618,0,1,1,0,1,0,0,1,6,0,0,0,0
1619,0,1,0,1,1,0,0,1,6,3,0,0,0
1620,0,0,0,1,1,0,1,0,7,5,1593531455,54949360,0
1621,0,0,0,1,1,0,0,1,12,3,1593531455,54949360,0
1622,0,1,0,1,1,0,0,1,5,3,0,0,0
1623,0,1,0,1,1,0,1,0,2,0,0,0,0
1624,0,1,0,1,0,1,1,0,17,7,152215849,76107924,131
1625,0,1,1,0,0,1,1,0,110,35,0,0,0
1626,0,1,0,1,1,0,0,0,15,3,0,0,0
1627,0,1,0,1,1,0,0,1,0,0,0,0,0
1628,0,1,0,1,1,0,1,0,77,36,350022234,5833703,0
1629,0,1,1,0,0,1,1,0,15,8,1593531455,54949360,119
1630,1,0,0,1,1,0,0,1,15,5,0,0,157
1631,0,0,0,1,0,1,0,1,18,7,4483364687,60586009,0
1632,0,1,1,0,1,0,1,0,3,2,14250727779,85847757,374
1633,0,1,0,1,0,1,1,0,84,37,152215849,76107924,383
1634,0,1,0,1,0,1,1,0,9,1,2486055530,57815244,0
1635,0,1,0,1,1,0,0,1,0,0,0,0,0
1636,0,1,0,1,1,0,0,1,3,1,275408053,39344007,0
1637,0,1,0,1,0,1,0,1,14,7,502861948,35918710,0
1638,0,1,0,1,1,0,0,1,9,3,365688790,30474065,512
1639,0,1,0,1,1,0,0,1,106,38,2558688676,59504387,229
